token	normalised
A	A
la	la
veille	veille
de	de
la	la
Pentecoste	Pentecoste
qnͣt	quant
li	li
compaígnon	compaígnon
de	de
la	la
table	table
reonde	reonde
furent	furent
venu	venu
a	a
Kamaalot	Kamaalot
⁊	et
il	il
orent	orent
oï	oï
le	le
servisse	servisse
⁊	et
l'en	l'en

voloit	voloit
metre	metre
les	les
tables	tables
a	a
heure	heure
de	de
no̅ne	nonne
lors	lors
entra	entra
a	a
cheval	cheval
en	en
la	la
sale	sale
une	une
mout	mout
bele	bele
damoisele	damoisele
	et
fu	fu
venue	venue
si	si
grant	grant
oirre	oirre

que	que
bien	bien
le	le
pot	pot
l'en	l'en
veoir	veoir
car	car
ses	ses
chevaux	chevaux
en	en
fu	fu
encore	encore
toz	toz
suanz	suanz
	et
ele	ele
descent	descent
et	et
víent	víent
devant	devant
le	le
roi	roi
si	si
le	le
salue	salue

et	et
il	il
dist	dist
que	que
Diex	Diex
la	la
beneïe	beneïe
Sire	Sire
fet	fet
ele	ele
por	por
Dieu	Dieu
dites	dites
moi	moi
se	se
Lanc̅.	Lancelot
est	est
ceenz	ceenz
Oïl	Oïl
voir	voir
fet	fet
li	li
rois	rois
veez	veez
le	le

la	la
Si	Si
li	li
mostre	mostre
	et
ele	ele
va	va
maíntenant	maíntenant
la	la
ou	ou
il	il
est	est
	et
li	li
dist	dist
Lanc̅.	Lancelot
je	je
vos	vos
di	di
de	de
par	par
le	le
roi	roi
Pellés	Pellés
que	que

vos	vos
avec	avec
moi	moi
venez	venez
íusq̅	íusqu
en	en
cele	cele
forest	forest
	Et
il	il
li	li
demande	demande
a	a
qui	qui
ele	ele
est	est
Je	Je
sui	sui
fait	fait
ele	ele
a	a
celui	celui
donc	donc
je	je
vos	vos

paroil	paroil
Et	Et
quel	quel
besoign	besoign
fet	fet
il	il
avez	avez
vos	vos
de	de
moi	moi
Ce	Ce
verroiz	verroiz
vos	vos
bien	bien
bien	bien
fet	fet
ele	ele
De	De
par	par
Dieu	Dieu
fet	fet
il	il
	et
g	g
irai	irai

volentiers	volentiers
Lors	Lors
dist	dist
a	a
un	un
escuíer	escuíer
qu	qu
il	il
mete	mete
la	la
sele	sele
en	en
son	son
cheval	cheval
	et
li	li
aport	aport
ses	ses
armes	armes
	et
cil	cil
si	si
fet	fet
tout	tout
maintenant	maintenant

Et	Et
quant	quant
li	li
rois	rois
et	et
li	li
autre	autre
qui	qui
ou	ou
palés	palés
estoient	estoient
voient	voient
ce	ce
si	si
lor	lor
en	en
poise	poise
mout	mout
Et	Et
neporquant	neporquant
quant	quant
il	il
voient	voient
qu	qu
il	il

hauz	hauz
Dame	Dame
fet	fet
la	la
damoisele	damoisele
sachiez	sachiez
que	que
vos	vos
le	le
ravroiz	ravroiz
demain	demain
ceenz	ceenz
ainz	ainz
hore	hore
de	de
disner	disner
Or	Or
í	í
voist	voist
donc	donc
fait	fait
ele	ele
car	car
se	se
il	il

demain	demain
ne	ne
deust	deust
revenir	revenir
il	il
n	n
i	i
alast	alast
hui	hui
par	par
ma	ma
volenté	volenté
	Et
il	il
mo̅te	monte
	et
la	la
damoisele	damoisele
ausi	ausi
si	si
se	se
partent	partent
de	de
laienz	laienz
