token	normalised
Ci	Ci
ꝯmence	conmence
la	la
uie	vie
de	de
mon	mon
signeur	signeur
seīt	seint
brice	Brice
Ci	Ci
ꝯmence	conmence
la	la
uie	vie
de	de
mon	mon
signeur	signeur
seīt	seint
brice	Brice
QUant	Quant
seinz	seinz
brices	Brices
estoit	estoit
iouenceaus	jovenceaus
il	il
guaitoit	guaitoit

mout	mout
seint	seint
martin	Martin
por	por
ce	ce
q	q
il	il
le	le
ueoit	veoit
uiel	viel
home	home
	et
de	de
grāt	grant
abstinence	abstinence
	et
de	de
seinte	seinte
uie	vie
	et
li	li
iouenceaus	jovenceaus
auoit	avoit
le	le
cuer	cuer

iouene	jovene
si	si
ne	ne
li	li
pleisoient	pleisoient
mie	mie
les	les
oeures	oevres
del	del
seint	seint
home	home
qi	qi
estoit	estoit
archeuesqes	archevesqes
car	car
il	il
uousist	vousist
bien	bien
q	q
il	il
se	se
meintenist	meintenist
de	de
dras	dras
	et

d	d
autres	autres
choses	choses
plus	plus
belement	belement
si	si
cỏ	com
li	li
pluiseur	pluiseur
feroient	feroient
encore	encore
qe	qe
s	s
il	il
ueoient	veoient
les	les
euesqes	evesqes
	et
les	les
hautes	hautes
persones	persones
deduire	deduire
pourement	povrement
	et
en	en

uielz	vielz
habiz	habiz
	et
en	en
granz	granz
abstinences	abstinences
por	por
l	l
amor	amor
nostre	nostre
signor	Signor
il	il
les	les
en	en
blasmeroient	blasmeroient
	et
diroient	diroient
qe	qe
ce	ce
seroit	seroit
ypocrisie	ypocrisie
Por	Por
ce	ce
ne	ne
set	set

l	l
en	en
mes	mes
qe	qe
fere	fere
Nus	Nus
ne	ne
se	se
set	set
au	au
quel	quel
chief	chief
trere	trere
Beghins	Beghins
est	est
qi	qi
uiut	viut
fere	fere
bien	bien
Ne	Ne
nus	nus
nul	nul
tient	tient
a	a
crestien	crestien

Qe	Qe
nus	nus
ne	ne
set	set
qe	qe
deuenir	devenir
Ne	Ne
laquel	laquel
uoie	voie
il	il
puist	puist
tenir	tenir
Un	Un
iour	jour
auint	avint
qe	qe
uns	uns
hom	hom
estoit	estoit
entrepris	entrepris
de	de
grant	grant
enfermete	enfermete
si	si
aloit	aloit

place	place
ou	ou
cil	cil
demandoit	demandoit
le	le
seint	seint
archeuesqe	archevesqe
Qant	Qant
seinz	seinz
brices	Brices
l	l
oi	oï
il	il
li	li
dist	dist
Se	Se
tu	tu
le	le
uius	vius
conoistre	conoistre
regarde	regarde
de	de
loing	loing
car	car
il	il

est	est
deruez	dervez
si	si
le	le
porras	porras
bien	bien
reconoistre	reconoistre
car	car
il	il
est	est
borgnes	borgnes
	et
aussi	aussi
regarde	regarde
il	il
uers	vers
le	le
ciel	ciel
com	com
s	s
il	il
fust	fust
deruez	dervez
Qant	Qant
li	li

ie	je
borgnes	borgnes
	et
deruez	dervez
Qant	Qant
il	il
l	l
oi	oï
si	si
en	en
ot	ot
grant	grant
honte	honte
si	si
comenca	comença
a	a
denoier	denoier
a	a
son	son
pooir	pooir
ceste	ceste
parole	parole
c	c
onqes	onqes
ne	ne

l	l
auoit	avoit
dite	dite
Dont	Dont
li	li
dist	dist
seinz	seinz
martins	Martins
mes	Mes
orelles	orelles
estoient	estoient
pres	pres
de	de
ta	ta
bouche	bouche
dementieres	dementieres
qe	qe
tu	tu
le	le
deis	deïs
Et	Et
bien	bien
saces	saces
q	q
a	a

paines	paines
m	m
a	a
otroie	otroie
nostre	nostre
sires	Sires
qe	qe
tu	tu
aies	aies
apres	apres
moi	moi
l	l
eueschie	eveschie
Mes	mes
neqe	neqe
dent	dent
tu	tu
l	l
auras	auras
si	si
en	en
soufferras	soufferras
ancois	ançois
molt	molt
d	d

auersitez	aversitez
	et
molt	molt
de	de
persecutions	persecutions
Qant	Qant
seinz	seinz
brices	Brices
l	l
oi	oï
si	si
l	l
en	en
comenca	comença
a	a
degaber	degaber
	et
a	a
dire	dire
Dōt	Dont
ne	ne
disoie	disoie
ie	je
bien	bien
qe	qe

cis	cis
disoit	disoit
souentes	soventes
foiz	foiz
deruees	dervees
paroles	paroles
En	En
tel	tel
maniere	maniere
leidenga	leidenga
il	il
souent	sovent
le	le
seint	seint
home	home
par	par
paroles	paroles
tant	tant
q	q
il	il
fu	fu
morz	morz
si	si
com	com
uos	vos

auez	avez
oi	oï
conter	conter
arriere	arriere
QUant	Quant
la	la
citez	citez
fu	fu
sanz	sanz
pastor	pastor
qi	qi
la	la
gouernast	governast
li	li
citoien	citoien
eslurent	eslurent
seint	seint
brice	Brice
a	a
arceuesqe	arcevesqe
car	car
il	il
estoit	estoit
de	de
seinte	seinte

uie	vie
encore	encore
fust	fust
il	il
orguilleus	orguilleus
Au	Au
trentisme	trentisme
an	an
apres	apres
ce	ce
q	q
il	il
fu	fu
ordenez	ordenez
a	a
arceuesqe	arcevesqe
	et
mis	mis
en	en
la	la
signorie	signorie
li	li
uint	vint
uns	uns
gnͣz	granz

anuiz	anuiz
	et
uns	uns
granz	granz
blasmes	blasmes
car	car
une	une
feme	feme
qi	qi
les	les
dras	dras
lauoit	lavoit
de	de
sa	sa
mesnie	mesnie
fu	fu
enceinte	enceinte
	et
si	si
acoucha	acoucha
	et
ot	ot
un	un
enfant	enfant
	et

si	si
se	se
meintenoit	meintenoit
cele	cele
en	en
guise	guise
religieuse	religieuse
par	par
le	le
semblāt	semblant
de	de
ses	ses
uestemenz	vestemenz
Et	Et
qant	qant
cil	cil
de	de
la	la
cite	cite
sorent	sorent
qe	qe
cele	cele
estoit	estoit
acouchie	acouchie
d	d

enfant	enfant
il	il
furent	furent
molt	molt
irie	irie
	et
mout	mout
corrociez	corrociez
por	por
ce	ce
q	q
il	il
lor	lor
sambloit	sambloit
qe	qe
ele	ele
estoit	estoit
de	de
molt	molt
bone	bone
uie	vie
si	si
mistrent	mistrent
tout	tout
le	le

blasme	blasme
	et
tout	tout
l	l
afere	afere
seur	seur
seint	seint
brice	Brice
	et
li	li
uoudrent	voudrent
tuit	tuit
ensemble	ensemble
corre	corre
seure	seure
por	por
lapider	lapider
	et
por	por
ocirre	ocirre
	et
si	si
disoient	disoient
la	La
pitie	pitie

del	del
seint	seint
home	home
qi	qi
clers	clers
tu	tu
fus	fus
a	a
fet	fet
celer	celer
molt	molt
longement	longement
tes	tes
males	males
oeures	oevres
	et
ta	ta
grant	grant
luxure	luxure
	et
dex	Dex
ne	ne
nos	nos
lest	lest
mes	mes

baisier	baisier
tiels	tiels
meins	meins
car	car
eles	eles
ne	ne
sont	sont
mie	mie
dignes	dignes
Seinz	Seinz
brices	Brices
respondoit	respondoit
qanq	qanq
il	il
pooit	pooit
encontre	encontre
	et
si	si
disoit	disoit
qe	qe
onqes	onqes
teil	teil
chose	chose
ne	ne
li	li

estoit	estoit
auenue	avenue
Mes	mes
com	com
plus	plus
s	s
en	en
escondissoit	escondissoit
	et
cil	cil
meins	meins
l	l
en	en
creoient	creoient
Tant	tant
qe	qe
seinz	seinz
brices	Brices
dist	dist
qant	qant
il	il
uit	vit
q	q
il	il
n	n

i	i
porroit	porroit
a	a
eus	eus
durer	durer
en	en
nule	nule
maniere	maniere
qe	qe
l	l
en	en
li	li
aportast	aportast
l	l
enfant	enfant
deuant	devant
lui	lui
Li	Li
enfes	enfes
fu	fu
aportez	aportez
qi	qi
n	n
auoit	avoit
qe	qe

xxx	xxx
iorz	jorz
Qnͣt	Qant
il	il
fu	fu
miS	mis
deuant	devant
le	le
pueple	pueple
Qi	qi
la	la
estoit	estoit
assamblez	assamblez
	et
deuant	devant
seint	seint
brice	Brice
Seinz	seinz
brices	Brices
parla	parla
Et	et
si	si
dist	dist
ENfes	Enfes
ie	je

te	te
coniur	conjur
par	par
nostre	nostre
signor	Signor
iesu	Jesu
crist	Crist
le	le
fil	fil
deu	Deu
qi	qi
est	est
puissanz	puissanz
seur	seur
tote	tote
creature	creature
qe	qe
tu	tu
dies	dies
deuant	devant
toz	toz
ceus	ceus
qi	qi
ci	ci
sont	sont

a	a
seīt	seint
brice	Brice
	et
si	si
dist	dist
Tu	Tu
n	n
ies	ies
mie	mie
mon	mon
pere	pere
Dont	Dont
ꝯmenca	conmença
toz	toz
li	li
pueples	pueples
a	a
crier	crier
a	a
seint	seint
brice	Brice
	et
a	a
dire	dire

q	q
il	il
li	li
demandast	demandast
qi	qi
son	son
pere	pere
estoit	estoit
Seinz	Seinz
brices	Brices
lor	lor
respondi	respondi
	et
si	si
dist	dist
a	A
moi	moi
n	n
en	en
tient	tient
rien	rien
de	de
ce	ce
demander	demander
ne	ne

li	li
pueples	pueples
qe	qe
ce	ce
auoit	avoit
il	il
fait	fait
par	par
enchanterie	enchanterie
ne	ne
plus	plus
ne	ne
seroit	seroit
lor	lor
pasteur	pasteur
ne	ne
lor	lor
euesqe	evesqe
Seinz	Seinz
brices	Brices
qui	qui
mout	mout
estoit	estoit
en	en
grant	grant

angoisse	angoisse
de	de
ce	ce
que	que
li	li
pueples	pueples
le	le
demenoit	demenoit
en	en
tel	tel
maniere	maniere
prist	prist
charbons	charbons
toz	toz
ardanz	ardanz
deuant	devant
lui	lui
en	en
sa	sa
uesteure	vesteüre
si	si
les	les
emporta	emporta
tresq	tresq
a	a

la	la
sepouture	sepouture
seint	seint
martin	Martin
deuant	devant
lui	lui
bien	bien
estreīz	estreinz
Et	et
qant	qant
il	il
i	i
paruint	parvint
il	il
les	les
geta	geta
ius	jus
ne	ne
onqes	onqes
sa	sa
uesteure	vesteüre
ne	ne
fu	fu
de	de
noient	noient

brullee	brullee
Lors	Lors
parla	parla
li	li
euesqes	evesqes
au	au
pueple	pueple
	et
si	si
lor	lor
dist	dist
Beaꝰ	Beaus
signors	signors
saciez	saciez
qe	qe
noient	noient
plus	plus
qe	qe
cis	cis
dras	dras
est	est
empiriez	empiriez
ne	ne
maumis	maumis
par	par

le	le
feu	feu
ne	ne
ꝑ	par
la	la
flambe	flambe
qi	qi
a	a
lui	lui
est	est
aiostee	ajostee
si	si
com	com
uous	vous
auez	avez
oi	oï
	et
ueu	veü
noient	noient
plus	plus
n	n
est	est
mon	mon
cors	cors
conciez	conciez

ne	ne
atouchiez	atouchiez
par	par
l	l
atochement	atochement
de	de
ceste	ceste
feme	feme
Cil	Cil
ne	ne
l	l
en	en
uoudrent	voudrent
croire	croire
por	por
quanq	quanq
il	il
auoient	avoient
ueu	veü
einz	einz
le	le
trestrent	trestrent
	et
geterent	geterent
fors	fors

de	de
la	la
cite	cite
EInsint	Einsint
fu	fu
aemplie	aemplie
la	la
parole	parole
seint	seint
martin	Martin
qi	qi
li	li
dist	dist
q	q
il	il
aueroit	averoit
mlt̉	mout
de	de
paines	paines
	et
de	de
aduersitez	adversitez
en	en
l	l
eueschie	eveschie

	et
en	en
la	la
signorie	signorie
Qant	Qant
seinz	seinz
brices	Brices
fu	fu
einsi	einsi
getez	getez
de	de
la	la
cite	cite
de	de
torz	Torz
	et
li	li
citoiē	citoien
firent	firent
arceuesqe	arcevesqe
de	de
iustinien	Justinien
	et
seinz	seinz
brices	Brices

s	s
en	en
ala	ala
a	a
rome	Rome
a	a
l	l
apostole	apostole
si	si
li	li
conta	conta
tout	tout
em	em
plorant	plorant
coment	coment
l	l
oeure	oevre
de	de
lui	lui
estoit	estoit
alee	alee
	et
si	si
li	li
dist	dist

qe	qe
ce	ce
estoit	estoit
a	a
bon	bon
droit	droit
q	q
il	il
auoit	avoit
cest	cest
trauail	travail
	et
ceste	ceste
peine	peine
car	car
il	il
auoit	avoit
molt	molt
Pechie	pechie
enuers	envers
seint	seint
Martin	Martin
le	le
seint	seint
home	home

	et
dites	dites
meintes	meintes
paroles	paroles
qi	qi
li	li
greuerent	greverent
	et
la	la
ou	ou
il	il
auoit	avoit
ueues	veües
ses	ses
uertuz	vertuz
ne	ne
les	les
auoit	avoit
il	il
mie	mie
creues	creües
Qant	Qant
cil	cil
de	de
tors	Tors

seint	seint
brice	Brice
a	a
rome	Rome
si	si
fust	fust
encontre	encontre
lui	lui
del	del
tout	tout
si	si
com	com
por	por
lui	lui
meismes	meïsmes
	et
s	s
il	il
ce	ce
ne	ne
fesoit	fesoit
bien	bien
seust	seüst
q	q
il	il

le	le
desposeroient	desposeroient
Dont	Dont
issi	issi
iustiens	Justiens
de	de
la	la
cite	cite
de	de
tors	Tors
	et
ala	ala
tant	tant
q	q
il	il
uint	vint
a	a
uerziaus	Verziaus
en	en
lombardie	Lombardie
	et
la	la
acoucha	acoucha
il	il
malades	malades

si	si
morut	morut
par	par
la	la
uolentet	volentet
nostre	nostre
signor	Signor
QUant	Quant
cil	cil
de	de
tors	Tors
sorent	sorent
la	la
nouele	novele
de	de
iustien	Justien
qi	qi
mors	mors
estoit	estoit
il	il
ne	ne
deguerpirent	deguerpirent
mie	mie
lor	lor
grant	grant

felonie	felonie
einz	einz
remistrent	remistrent
armense	Armense
en	en
la	la
chaere	chaere
	et
en	en
la	la
signorie	signorie
Et	Et
seinz	seinz
brices	Brices
qi	qi
en	en
rome	Rome
estoit	estoit
chantoit	chantoit
messe	messe
en	en
la	la
cite	cite
	et
ploroit	ploroit

	et
par	par
s	s
auctorite	auctorite
a	a
la	la
cite	cite
de	de
tors	Tors
	et
ala	ala
tant	tant
q	q
il	il
uint	vint
au	au
chastel	chastel
de	de
lodun	Lodun
se	se
s	s
i	i
herberga	herberga
une	une
nuit	nuit

adonc	Etadonc
estoit	estoit
armenses	Armenses
molt	molt
malades	malades
de	de
molt	molt
crueles	crueles
fieures	fievres
si	si
q	q
il	il
rendi	rendi
l	l
ame	ame
a	a
mienuit	mienuit
Et	Et
meintenant	meintenant
q	q
il	il
fu	fu
morz	morz
le	le
sot	sot

seinz	seinz
brices	Brices
par	par
auision	avision
si	si
dist	dist
a	a
ses	ses
compaignons	compaignons
qi	qi
ensamble	ensamble
o	o
lui	lui
estoient	estoient
leuez	Levez
sus	sus
isnielement	isnielement
si	si
qe	qe
nos	nos
puissons	puissons
uenir	venir
a	a
tens	tens
a	a

enfoir	enfoïr
l	l
arceuesqe	arcevesqe
de	de
tors	Tors
Lors	Lors
s	s
esmurent	esmurent
	et
qant	qant
il	il
uindrent	vindrent
a	a
la	la
porte	porte
de	de
tors	Tors
si	si
entrerent	entrerent
dedenz	dedenz
	et
a	a
cele	cele
eure	eure
droit	droit

emportoit	emportoit
l	l
en	en
l	l
arceuesqe	arcevesqe
enfoir	enfoïr
qi	qi
morz	morz
estoit	estoit
par	par
l	l
autre	autre
porte	porte
de	de
la	la
cite	cite
	et
mout	mout
de	de
clers	clers
	et
d	d
autres	autres
genz	genz
aloient	aloient

apres	apres
por	por
l	l
enfoir	enfoïr
Et	Et
qant	qant
armenses	Armenses
li	li
arceuesqes	arcevesqes
fu	fu
enfoiz	enfoïz
seinz	seinz
brices	Brices
se	se
rassist	rassist
en	en
sa	sa
chaaire	chaaire
en	en
pes	pes
sanz	sanz
ce	ce
qe	qe
nus	nus
li	li

contredeist	contredeïst
en	en
nule	nule
maniere	maniere
Apres	Apres
ce	ce
uesqi	vesqi
seinz	seinz
brices	Brices
vii	vii
anz	anz
mout	mout
preudom	preudom
	et
de	de
mout	mout
seinte	seinte
uie	vie
Et	Et
qant	qant
il	il
morut	morut
si	si
auoit	avoit
il	il

este	este
xlvii	xlvii
anz	anz
arceuesqes	arcevesqes
encore	encore
eust	eüst
il	il
ci	ci
dedenz	dedenz
eues	eües
les	les
persecutions	persecutions
	et
les	les
peines	peines
qe	qe
ie	je
uos	vos
ai	ai
contees	contees
	et
dites	dites
Apries	Apries
Seins	seins
brices	Brices

fu	fu
arceuesqeS	arcevesqes
de	de
tors	Tors
seinz	seinz
