token	normalised
Ci	Ci
comence	comence
la	la
uie	vie
de	de
s'	saint
ierosme	Jerosme
Ci	Ci
comence	comence
la	la
uie	vie
de	de
s'	saint
ierosme	Jerosme
SEinz	Seinz
Jerosmeᷤ	Jerosmes
fu	fu
nez	nez
de	de
haute	haute
lignie	lignie
d	d
ū	un
chastel	chastel
qi	qi
fu	fu
apelez	apelez
stridons	Stridons
si	si
estoit	estoit
en	en
la	la
marche	marche
dalmasse	Dalmasse
	et
de	de
pannonie	Pannonie
mes	mes
il	il
est	est
destruit	destruit
grant	grant
tens	tens
a	a
si	si
come	come
sont	sont
pluseurs	pluseurs
autres	autres
uiles	viles
qi	qi
ia	ja
furent	furent
de	de
grant	grant
noblece	noblece
Li	Li
peres	peres
seint	seint
Jerome	Jerome
eut	eut
a	a
non	non
eusebius	Eusebius
qi	qi
mout	mout
fu	fu
preudom	preudom
	et
sages	sages
li	Li
filz	filz
l	l
ensiui	ensivi
mout	mout
bien	bien
de	de
science	science
si	si
com	com
uoz	voz
porroiz	porroiz
oir	oïr
	et
entendre	entendre
Qant	Qant
seinz	seinz
Jeromes	Jeromes
fu	fu
enfes	enfes
il	il
deguerpi	deguerpi
son	son
pere	pere
por	por
ce	ce
q	q
il	il
uoloit	voloit
ensiure	ensivre
la	la
seinte	seinte
euuangile	Euvangile
Il	Il
uint	vint
au	au
riuage	rivage
de	de
la	la
mer	mer
par	par
la	la
uolente	volenté
nostre	nostre
signor	Signor
si	si
entra	entra
en	en
une	une
nef	nef
qi	qi
a	a
droit	droit
cours	cours
le	le
porta	porta
a	a
la	la
cite	cité
de	de
rome	Rome
Et	Et
qant	qant
il	il
i	i
fu	fu
uenuz	venuz
il	il
ala	ala
au	au
mostier	mostier
mon	mon
signeur	signeur
seint	seint
pere	Pere
	et
seint	seint
pol	Pol
les	les
apostres	apostres
nostre	nostre
signor	Signor
la	La
aprist	aprist
il	il
premiers	premiers
greu	greu
	et
latin	latin
par	par
grant	grant
diligence	diligence
	et
si	si
ensiui	ensivi
la	la
loẏ	loy
nostre	nostre
signor	Signor
del	del
tout	tout
en	en
tout	tout
molt	molt
benignement	benignement
	et
fu	fu
ordenez	ordenez
a	a
prestre	prestre
	et
fez	fez
chardonaus	chardonaus
en	en
la	la
cite	cité
de	de
