token	normalised
de	De
s'	seint
martin	Martin
Mout	mout
doit	doit
on	on
doucement	doucement
	et
uolentiers	volentiers
le	le
bien	bien
oir	oïr
	et
entendre	entendre
car	car
par	par
le	le
bien	bien
sauoir	savoir
	et
retenir	retenir
Puet	puet
l	l
en	en
souent	sovent
a	a
bien	bien
uenir	venir
Qui	Qui
bien	bien
ne	ne
seit	seit
ne	ne
bien	bien
n	n
entent	entent
Debien	debien
faire	faire
n	n
a	a
nul	nul
talent	talent
Mes	Mes
del	del
bien	bien
nest	nest
souent	sovent
li	li
biens	biens
Del	del
mal	mal
li	li
maus	maus
si	si
com	com
dist	dist
l	l
escriture	Escriture
por	Por
ce	ce
se	se
doit	doit
l	l
en	en
au	au
bien	bien
auoier	avoier
	et
le	le
bien	bien
feire	feire
si	si
com	com
li	li
seint	seint
home	home
firent	firent
ca	ça
en	en
arriere	arriere
de	de
cui	cui
nos	nos
trouons	trovons
les	les
oeures	oevres
	et
les	les
uies	vies
escriptures	Escriptures
Et	Et
bien	bien
sacent	sacent
tuit	tuit
cil	cil
qi	qi
uiuent	vivent
qe	qe
ia	ja
n	n
auront	auront
tant	tant
de	de
bien	bien
fet	fet
en	en
totes	totes
lor	lor
uies	vies
qe	qe
qant	qant
la	la
mort	mort
dont	dont
nule	nule
rien	rien
n	n
eschape	eschape
les	les
poindera	poindera
au	au
cuer	cuer
q	q
il	il
ne	ne
cuident	cuident
petit	petit
auoir	avoir
fait	fait
Dex	Dex
qe	Qe
feront	feront
dont	dont
cil	cil
qui	qui
riche	riche
sont	sont
	et
aise	aise
de	de
l	l
auoir	avoir
de	de
cest	cest
siecle	siecle
ne	ne
en	en
eus	eus
n	n
ōt	ont
doucor	douçor
ne	ne
humilite	humilite
ne	ne
misericorde	misericorde
aīz	ainz
sont	sont
plein	plein
d	d
angoisse	angoisse
	et
de	de
traisson	traïsson
	et
de	de
felonie	felonie
	et
de	de
si	si
grant	grant
auarice	avarice
qe	qe
com	com
plus	plus
ont	ont
richesces	richesces
	et
auoirs	avoirs
plus	plus
en	en
desirrent	desirrent
a	a
auoir	avoir
Ce	Ce
fet	fet
li	li
deables	deables
qi	qi
en	en
tel	tel
maniere	maniere
les	les
a	a
laciez	laciez
	et
pris	pris
q	q
il	il
les	les
enmeine	enmeine
en	en
infer	infer
le	le
grant	grant
chemin	chemin
plenier	plenier
de	De
ce	ce
se	se
gardent	gardent
li	li
seint	seint
home	home
qi	qi
par	par
dolereuses	dolereuses
peīnes	peinnes
	et
par	par
griez	griez
tormenz	tormenz
	et
par	par
ueilles	veilles
	et
ꝑ	par
geunes	geunes
	et
par	par
toutes	toutes
bones	bones
oeures	oevres
firent	firent
tant	tant
q	q
il	il
uindrent	vindrent
a	a
uie	vie
ꝑmenable	parmenable
	et
a	a
la	la
corone	corone
de	de
gloire	gloire
A	A
ce	ce
regarderent	regarderent
li	li
seīt	seint
confessors	confessors
	et
mes	mes
sires	sires
seinz	seinz
martins	Martins
dont	dont
ci	ci
comence	comence
la	la
uie	vie
SEinz	Seinz
martins	Martins
fu	fu
nez	nez
de	de
la	la
contree	contree
de	de
pannone	Pannone
d	d
un	un
chastiel	chastiel
qi	qi
ysabbarie	Ysabbarie
auoit	avoit
non	non
si	Si
fu	fu
de	de
haute	haute
lignie	lignie
	et
de	de
par	par
mere	mere
	et
de	de
par	par
ꝑe	pere
Ses	Ses
peres	peres
fu	fu
cheualiers	chevaliers
	et
hauz	hauz
hom	hom
	et
riches	riches
il	Etil
comenca	comença
tres	tres
s	s
enfance	enfance
bones	bones
oeures	oevres
a	a
feire	feire
	et
a	a
ensiure	ensivre
Car	car
tresce	tresce
q	q
il	il
n	n
auoit	avoit
qe	qe
x	x
anz	anz
comenca	comença
il	il
a	a
aler	aler
a	a
seinte	seinte
glisse	glisse
maugre	maugre
son	son
pere	pere
	et
sa	sa
mere	mere
qi	qi
paien	paien
estoient	estoient
Et	Et
qant	qant
il	il
uint	vint
en	en
l	l
aage	aage
de	de
xii	xii
anz	anz
il	il
couoita	covoita
molt	molt
a	a
mener	mener
uie	vie
solitaire	solitaire
	et
a	a
aler	aler
en	en
hermitage	hermitage
	et
si	si
eust	eüst
il	il
fait	fait
mes	mes
la	la
iouenece	jovenece
de	de
l	l
aage	aage
l	l
en	en
detint	detint
	et
retraist	retraist
de	de
ce	ce
q	q
il	il
auoit	avoit
souentes	soventes
foies	foies
en	en
sa	sa
pensee	pensee
Et	Et
ne	ne
por	por
qant	qant
