token	normalised
ci	ci
ꝯmence	conmence
la	la
uie	vie
monsigneur	monsigneur
seint	seint
nicholas	nicholas
lebeneoit	lebeneoit
cỏ	con
fessor	fessor
nostre	nostre
signeur	signeur
iesu	jesu
crist	crist
mout	mout
doit	doit
uolentiers	volentiers
oir	oïr
entendre	etentendre
tote	tote
creature	creature
qi	qi
nostre	nostre
signour	signour
aime	aime
croit	etcroit
les	les
uies	vies
les	etles
oeures	oevres
des	des
seinz	seinz
car	car
il	il
est	est
raisson	raisson
droiture	etdroiture
qe	qe
qi	qi
ot	ot
les	les
biens	biens
qil	qil
iprenge	iprenge
debien	debien
exampleporce	exampleporce
uos	vos
uoel	voel
ie	je
conter	conter
la	la
uie	vie
monsigneur	monsigneur
saint	saint
nicholas	nicholas
cui	cui
clerc	clerc
cheualier	etchevalier
puceles	etpuceles
reclaiment	reclaiment
alor	alor
besoignesqe	besoignesqe
aucun	aucun
bien	bien
en	en
retiegnēt	retiegnent
cil	cil
qile	qile
morront	morront
conter	conter
dire	etdire
car	car
de	de
bien	bien
ne	ne
puet	puet
nus	nus
trop	trop
sauoir	savoir
si	si
com	com
les	les
escritures	escritures
recontent	recontent
et	et
del	del
mal	mal
ne	ne
seit	seit
nus	nus
si	si
petit	petit
que	que
trop	trop
nen	nen
soit	soit
messires	messires
seinz	seinz
nicholas	nicholas
fu	fu
nez	nez
de	de
haute	haute
lignie	lignie
dela	dela
cite	cité
de	de
patre	patre
qi	qi
ca	ça
en	en
arriere	arriere
fu	fu
uile	vile
degrant	degrant
renomee	renomee
pueplee	etpueplee
degrant	degrant
pueple	pueple
mes	mes
par	par
les	les
pechiez	pechiez
des	des
genz	genz
par	par
qoitotes	qoitotes
choses	choses
amenuisent	amenuisent
est	est
elle	elle
siamenuisie	siamenuisie
qe	qe
molt	molt
poi	poi
degenz	degenz
ihabitenten	ihabitenten
cele	cele
cite	cité
manoit	manoit
liperes	liperes
la	etla
mere	mere
monsigneur	monsigneur
seint	seint
nicholas	nicholas
qi	qi
entre	entre
les	les
hauz	hauz
homes	homes
les	etles
riches	riches
estoient	estoient
honorez	honorez
mes	mes
il	il
amoient	amoient
mielz	mielz
la	la
celestiel	celestiel
loenge	loenge
aaqerre	aaqerre
qe	qe
la	la
terriene	terriene
et	et
encore	encore
fussent	fussent
ilmolt	ilmolt
riches	riches
degranz	degranz
auoirs	avoirs
et	et
degranz	degranz
possessions	possessions
il	il
ne	ne
tendoient	tendoient
mie	mie
aauoir	aavoir
terrienes	terrienes
honors	honors
negrāz	negranz
signories	signories
mes	mes
del	del
tout	tout
entout	entout
entendoiēt	entendoient
amener	amener
seinte	seinte
uieet	vieet
merueille	merveille
fu	fu
qe	qe
en	en
la	la
premeraine	premeraine
fleur	fleur
delor	delor
iouenteqant	joventeqant
il	il
eurent	eurent
cel	cel
seul	seul
filrenoncierent	filrenoncierent
atoz	atoz
leur	leur
charneus	charneus
deliz	deliz
ne	ne
ne	ne
uoloient	voloient
plus	plus
auoir	avoir
doirs	doirs
atotes	atotes
leur	leur
richesces	richesces
decelui	etdecelui
prioient	prioient
anostre	anostre
signor	signor
q	q
il	il
laornast	laornast
debones	debones
meurs	meurs
debones	etdebones
costumesnostre	costumesnostre
sires	sires
del	del
ciel	ciel
entendi	entendi
lor	lor
ueus	veus
lor	etlor
proieres	proieres
si	etsi
lor	lor
demostra	demostra
mout	mout
tempre	tempre
qieus	qieus
li	li
enfes	enfes
seroit	seroit
qant	qant
il	il
uendroit	vendroit
en	en
eage	eage
car	car
demē	demen
tieres	tieres
qil	qil
gisoit	gisoit
en	en
biercuel	bierçuel
lamere	etlamere
lalaitoitcomenca	lalaitoitcomença
il	il
ageuner	ageuner
ii	ii
iorz	jorz
en	en
la	la
semainelemiercredi	semainelemiercredi
le	etle
uenredine	venredine
naletoit	naletoit
chascun	chascun
decez	decez
iorz	jorz
qe	qe
une	une
foie	foie
atant	etatant
sen	sen
astenoitet	astenoitet
ce	ce
estoit	estoit
merueilleuse	merveilleuse
chose	chose
qeenfes	qeenfes
satenoit	satenoit
daletier	daletier
la	la
mamele	mamele
sa	sa
mere	mere
en	en
tele	tele
maniereqant	maniereqant
il	il
comenca	comença
acroistre	acroistre
il	etil
fu	fu
de	de
tel	tel
point	point
qil	qil
pot	pot
alersi	alersi
fu	fu
de	de
sibones	sibones
costumes	costumes
qeonqes	qeonqes
de	de
meillors	meillors
ne	ne
funus	funus
iouenceaus	jovenceaus
ne	ne
ne	ne
se	se
demenamie	demenamie
deteles	deteles
ioliuetes	jolivetés
ne	ne
de	de
teles	teles
enfancescome	enfancescome
son	son
aage	aage
deust	deüst
demandereinz	demandereinz
aloit	aloit
ensamble	ensamble
oson	oson
pere	pere
sa	etsa
mere	mere
aleglise	aleglise
si	etsi
escoutoit	escoutoit
retenoit	etretenoit
les	les
seintes	seintes
﻿ꝑoles	﻿paroles
qeil	qeil
ooit	ooit
conter	conter
dire	etdire
des	des
escritureseinsi	escritureseinsi
estoit	estoit
li	li
bons	bons
enfes	enfes
espris	espris
dedenz	dedenz
son	son
cuer	cuer
des	des
oeures	oevres
nostre	nostre
signor	signor
de	etde
sa	sa
graceil	graceil
ala	ala
alescole	alescole
tant	ettant
aprist	aprist
qemort	qemort
furent	furent
son	son
pere	pere
samereet	etsamereet
qant	qant
il	il
tint	tint
ensamein	ensamein
lor	lor
richesces	richesces
lor	etlor
possessionslaparole	possessionslaparole
qe	qe
nostre	nostre
signor	signor
dist	dist
enl	enl
euuangile	euvangile
li	li
uenoit	venoit
mout	mout
souent	sovent
en	en
sa	sa
pensee	pensee
qinedeguerpiratoteslesterrieneschosesqiltientilnepuetestremesdeciples.	qinedeguerpiratoteslesterrieneschosesqiltientilnepuetestremesdeciples.
sicom	sicom
il	il
pensoit	pensoit
acez	acez
choses	choses
feireil	feireil
cremoit	cremoit
qe	qe
la	la
ueine	veine
loenge	loenge
delmonde	delmonde
neli	neli
fust	fust
greuable	grevable
por	por
ce	ce
prioit	prioit
il	il
anostre	anostre
signor	signor
acui	acui
il	il
demostroit	demostroit
tote	tote
sa	sa
couerture	coverture
qe	qe
si	si
com	com
ilauoit	ilavoit
poeste	poesté
seur	seur
tote	tote
creaturele	creaturele
deignast	deignast
espirer	espirer
	et
conseillier	conseillier
si	si
qesoeure	qesoevre
lipeust	lipeüst
pleresi	pleresi
com	com
libons	libons
enfes	enfes
se	se
porpensoit	porpensoit
en	en
tele	tele
maniere	maniere
il	il
auint	avint
qͤ	qe
i	uns
siēs	siens
uoisīs	voisins
qͥ	qi
iadis	jadis
ot	ot
este	esté
molt	molt
riches	riches
fu	fu
uenuz	venuz
asi	asi
tres	tres
grant	grant
pouerte	poverté
et	et
asitres	asitres
grant	grant
besoigne	besoigne
q	q
il	il
nauoit	navoit
nule	nule
rien	rien
dont	dont
il	il
peust	peüst
meintenir	meintenir
sa	sa
uieet	vieet
cil	cil
auoit	avoit
iii	iii
mout	mout
beles	beles
filles	filles
qi	qi
uirges	virges
puceles	etpuceles
estoient	estoient
cui	etcui
bien	bien
bas	bas
home	home
ne	ne
uoloient	voloient
prendre	prendre
en	en
mariage	mariage
por	por
la	la
grant	grant
po	po
uerte	verté
qeles	qeles
sosfroient	sosfroient
sostenoient	etsostenoient
li	li
poures	povres
hom	hom
qui	qui
besoing	besoing
pouertez	etpovertez
destreignoit	destreignoit
dist	dist
ases	ases
filles	filles
qeles	qeles
alassent	alassent
gaaignier	gaaignier
alor	alor
cors	cors
ce	ce
dont	dont
il	il
eles	eteles
peussent	peüssent
uiurece	vivrece
fu	fu
grāz	granz
doleur	doleur
cepoez	cepoez
croireqant	croireqant
eles	eles
sapareillierent	sapareillierent
daler	daler
au	au
bordel	bordel
par	par
pouertelarenoumee	povertélarenoumee
enala	enala
tantost	tantost
par	par
la	la
cite	cité
tant	tant
qe	qe
seīz	seinz
nicholas	nicholas
lentendisisedolut	lentendisisedolut
mout	mout
del	del
chetif	chetif
home	home
qises	qises
filles	filles
uoloit	voloit
atel	atel
mestier	mestier
enuoierlors	envoierlors
se	se
porpensa	porpensa
li	li
seinz	seinz
iouenceaus	jovenceaus
qil	qil
deses	deses
richesces	richesces
raempliroit	raempliroit
les	les
besoinz	besoinz
des	des
puceles	puceles
qi	qi
estoient	estoient
nees	nees
dehauteligniepor	dehauteligniepor
ceqeles	ceqeles
ne	ne
fussent	fussent
conchies	conchies
del	del
pechie	pechié
dela	etdela
uileine	vileine
oeure	oevre
ou	ou
liperes	liperes
les	les
uoloit	voloit
enuoierli	envoierli
seinz	seinz
hom	hom
seporpensoit	seporpensoit
coment	coment
ilporroit	ilporroit
ceste	ceste
oeure	oevre
feresi	feresi
	qe
nus	nus
neleseust	neleseüst
fors	fors
nostre	nostre
sires	sires
iesu	jesu
criz	criz
car	car
meesmement	meesmement
le	le
uoloit	voloit
il	il
sifere	sifere
qecil	qecil
acui	acui
illeferoit	illeferoit
ne	ne
seussent	seüssent
qi	qi
il	il
fust	fust
nene	nene
leconeussenttant	leconeüssenttant
atendi	atendi
qela	qela
nuit	nuit
fu	fu
uenuesiprist	venuesiprist
unegrant	unegrant
piece	piece
dor	dor
sila	sila
lia	lia
elpan	elpan
desachemise	desachemise
ala	etala
alamesson	alamesson
del	del
pereas	pereas
damoiseles	damoiseles
qi	qi
grant	grant
duel	duel
demenoientpor	demenoientpor
ce	ce
qeles	qeles
deuoient	devoient
lor	lor
cors	cors
liurer	livrer
ahontageliseinz	ahontageliseinz
hom	hom
regarda	regarda
﻿ꝑtout	﻿partout
enuiron	environ
la	la
mesonsi	mesonsi
uit	vit
une	une
fenestre	fenestre
ouertesigieta	overtesigieta
parmi	parmi
la	la
fenestre	fenestre
lor	lor
en	en
lameson	lameson
qil	qil
auoit	avoit
aporte	aporté
coiement	coiement
puiᷤ	etpuis
sisentorna	sisentorna
coiement	coiement
arriere	arriere
qil	qil
ne	ne
fust	fust
aperceus	aperceüs
ne	ne
ueuseinsint	veüseinsint
trespassa	trespassa
cele	cele
nuittant	nuittant
qe	qe
ce	ce
uint	vint
alamatinee	alamatinee
qeli	qeli
soleuz	soleuz
resplendi	resplendi
dont	dont
se	se
leuali	levali
poures	povres
hom	hom
deson	deson
litsitroua	litsitrova
lor	lor
dont	dont
il	il
ot	ot
grant	grant
ioie	joie
bien	etbien
sachiez	sachiez
qilnest	qilnest
nus	nus
qi	qi
peust	peüst
conter	conter
ne	ne
dire	dire
lagrant	lagrant
leesche	leesche
qil	qil
auoit	avoit
ne	ne
les	les
granz	granz
loengesentre	loengesentre
les	les
loenges	loenges
lez	etlez
gnͣz	granz
ioies	joies
fist	fist
il	il
sorison	sorison
anostre	anostre
signor	signor
sidit	etsidit
beaussiredexparcuitotescreaturessontfetesestabliesqiconoistoteschosesjeteproiqetudeignesdemostreramoipe--cheorpartagrantdouceur.qiestcilquitantdebienafaitamoiencesteuieporceletereqierie,beaussire,qeienelimeffaceenaucunemaniereqeieconoissetonseriāt.qiaconuersationdangeleentreleshomes.qeloetonseintismenon:qibeneizestelsiecledessiecles.	beaussiredexparcuitotescreaturessontfetesetestabliesetqiconoistoteschosesjeteproiqetudeignesdemostreramoipe--cheorpartagrantdouceur.qiestcilquitantdebienafaitamoiencestevieporceletereqierje,beaussire,qejenelimeffaceenaucunemaniereetqejeconoissetonserjant.qiaconversationdangeleentreleshomes.etqeloetonseintismenon:qibeneïzestelsiecledessiecles.
ce	ce
prioit	prioit
il	il
anostre	anostre
signor	signor
disoit	etdisoit
qil	qil
nedormiroit	nedormiroit
ne	ne
ne	ne
reposeroit	reposeroit
tresqatant	tresqatant
qe	qe
nostre	nostre
sires	sires
liauroit	liauroit
demostre	demostré
son	son
serf	serf
qilauoit	qilavoit
giete	gieté
desa	desa
gnͣt	grant
miseredont	miseredont
comenca	comença
aaguetier	aaguetier
tant	tant
qe	qe
seinz	seinz
nicholas	nicholas
libeneures	libeneürés
iouenceaus	jovenceaus
reuint	revint
latierce	latierce
foiesiregeta	foiesiregeta
or	or
dedenz	dedenz
la	la
meson	meson
par	par
la	la
fenestreet	fenestreet
li	li
peres	peres
as	as
damoiseles	damoiseles
sailli	sailli
sus	sus
qant	qant
iloi	iloï
lanoisesi	lanoisesi
garda	garda
	et
uit	vit
le	le
iouencel	jovencel
qisenfuioit	qisenfuioit
il	etil
li	li
ꝯmen	conmen
ca	ça
aescrier	aescrier
adire	etadire
tuqilatenuas,atentoi:sisueffreqeieteuoieqeietaimoutdesirreaueoirietaimoutcouoitieaesgarder	tuqilatenvas,atentoi:etsisueffreqejetevoieqejetaimoutdesirréaveoirjetaimoutcovoitiéaesgarder
qant	qant
il	il
ot	ot
ce	ce
dit	dit
il	il
corut	corut
apres	aprés
molt	molt
isnelementsi	isnelementsi
reconut	reconut
seint	seint
nicholas	nicholas
qi	qi
latendoitmeintenant	latendoitmeintenant
se	se
lessa	lessa
cheoir	cheoir
aterre	aterre
sili	sili
uout	vout
baisier	baisier
les	les
piez	piez
par	par
molt	molt
grant	grant
douceur	douceur
mes	mes
liseinz	liseinz
hom	hom
qi	qi
pius	pius
estoit	estoit
	et
humles	humles
nelisoffri	nelisoffri
mieainz	mieainz
laparla	laparla
briement	briement
silidist	etsilidist
qil	qil
anul	anul
home	home
qifust	qifust
en	en
uie	vie
ne	ne
deist	deïst
ce	ce
qilli	qilli
auoit	avoit
fetcar	fetcar
li	li
seinz	seinz
hom	hom
ne	ne
uout	vout
mie	mie
aqerre	aqerre
la	la
loenge	loenge
delsiecleeinsi	delsiecleeinsi
se	se
departi	departi
del	del
home	home
qui	qui
il	il
a	a
uoit	voit
ioie	joie
rendue	rendue
si	etsi
departoit	departoit
donoit	etdonoit
le	le
suen	suen
por	por
lamor	lamor
nostre	nostre
signor	signor
	et
ior	jor
nuit	etnuit
as	as
poures	povres
qil	qil
sauoit	savoit
qimestier	qimestier
en	en
auoiēt	avoient
liperes	etliperes
asdamoiseles	asdamoiseles
qipar	qipar
le	le
seint	seint
home	home
fu	fu
rescous	rescous
depouerte	depoverté
de	etde
pechie	pechié
de	etde
maluese	malvese
renomee	renomee
maria	maria
ses	ses
filles	filles
hautement	hautement
solonc	solonc
lor	lor
nobleceset	nobleceset
porce	porce
doi	doi
uent	vent
encore	encore
auoir	avoir
grant	grant
fiance	fiance
totes	totes
les	les
puceles	puceles
desconseillies	desconseillies
en	en
saint	saint
nicholas	nicholas
quant	quant
cefu	cefu
fet	fet
auenu	etavenu
qe	qe
ie	je
u	v
	os
aidit	aidit
conte	etconté
seinz	etseinz
nicholas	nicholas
libons	libons
iouenceaus	jovenceaus
menoit	menoit
seī	sein
te	te
uieqil	vieqil
abandonoit	abandonoit
soncuer	soncuer
son	etson
cors	cors
deltout	deltout
abones	abones
oeures	oevres
fereil	fereil
auint	avint
qe	qe
li	li
arceuesqes	arcevesqes
delacite	delacité
de	de
m	m
ẏrre	yrre
trespassa	trespassa
de	de
cest	cest
siecle	siecle
qi	qi
molt	molt
auoit	avoit
este	esté
bons	bons
hom	hom
religieus	etreligieus
auoit	etavoit
mene	mené
seinte	seinte
uiela	viela
sassemblerent	sassemblerent
tuit	tuit
li	li
uoisin	voisin
euesqes	evesqes
	et
li	li
clerc	clerc
dela	dela
contree	contree
por	por
fereeslection	fereeslection
	et
mlt̉	mout
proierent	proierent
nostre	nostre
signor	signor
qil	qil
agouerner	agoverner
l	l
e	e
glisse	glisse
lor	lor
enuoiast	envoiast
un	un
preudomeentrels	preudomeentrels
auoit	avoit
un	un
euesqe	evesqe
de	de
grant	grant
auctorite	auctorité
acui	acui
liaferes	liaferes
pendoitsi	pendoitsi
qe	qe
cui	cui
il	il
esliroit	esliroit
qetuit	qetuit
li	li
autrele	autrele
prenderoient	prenderoient
