token	normalised
ci	ci
ꝯmence	conmence
la	la
uie	vie
demon	demon
signeur	signeur
seīt	seint
brice	brice
quant	quant
seinz	seinz
brices	brices
estoit	estoit
iouenceaus	jovenceaus
il	il
guaitoit	guaitoit
mout	mout
seint	seint
martinpor	martinpor
ce	ce
qil	qil
le	le
ueoit	veoit
uiel	viel
home	home
degrāt	etdegrant
abstinence	abstinence
de	etde
seinte	seinte
uie	vie
li	etli
iouenceaus	jovenceaus
auoit	avoit
le	le
cuer	cuer
iouenesi	jovenesi
neli	neli
pleisoient	pleisoient
mie	mie
les	les
oe	oe
ures	vres
delseint	delseint
home	home
qiestoit	qiestoit
archeuesqes	archevesqes
caril	caril
uousist	vousist
bien	bien
qil	qil
se	se
meintenist	meintenist
de	de
dras	dras
dautres	etdautres
choses	choses
plus	plus
belement	belement
si	si
cỏ	com
lipluiseur	lipluiseur
feroient	feroient
encoreqesil	encoreqesil
ueoient	veoient
les	les
euesqes	evesqes
les	etles
hautes	hautes
persones	persones
deduire	deduire
pourement	povrement
en	eten
uielz	vielz
habiz	habiz
en	eten
granz	granz
abstinences	abstinences
por	por
lamor	lamor
nostre	nostre
signorilles	signorilles
enblasmeroient	enblasmeroient
diroient	etdiroient
qe	qe
ce	ce
seroit	seroit
ẏpocrisie	ypocrisie
por	por
cene	cene
set	set
len	len
mes	mes
qe	qe
fere	fere
nus	nus
neseset	neseset
auquel	auquel
chief	chief
trere	trere
beghins	beghins
est	est
qi	qi
uiut	viut
fere	fere
bien	bien
nenus	nenus
nul	nul
tient	tient
acrestien	acrestien
qi	qi
lemal	lemal
fet	fet
apertement	apertement
qi	qi
semeintiēt	semeintient
moienement	moienement
lon	lon
li	li
met	met
sus	sus
qil	qil
est	est
escharz	escharz
siest	siest
limaus	limaus
par	par
tout	tout
esparz	esparz
qenus	qenus
ne	ne
set	set
qe	qe
deuenir	devenir
nelaquel	nelaquel
uoie	voie
il	il
puist	puist
tenir	tenir
porcenesetlenmesqefere.nusnesesetauquelchieftrere.beghinsestqiuiutferebien.nenusnultientacrestienqilemalfetapertement.qisemeintiētmoienement.lonlimetsusqilestescharzsiestlimauspartoutesparzqenusnesetqedeuenir.nelaqueluoieilpuisttenir.	porcenesetlenmesqefere.nusnesesetauquelchieftrere.beghinsestqiviutferebien.nenusnultientacrestienqilemalfetapertement.qisemeintientmoienement.lonlimetsusqilestescharzsiestlimauspartoutesparzqenusnesetqedevenir.nelaquelvoieilpuisttenir.
un	un
iour	jour
auint	avint
qe	qe
uns	uns
hom	hom
estoit	estoit
entrepris	entrepris
degrant	degrant
enfermete	enfermeté
si	si
aloit	aloit
querant	querant
seint	seint
martin	martin
por	por
auoir	avoir
sante	santé
aide	etaïde
car	car
li	li
seint	seint
home	home
uiuoit	vivoit
encore	encore
adonc	adonc
seinz	seinz
brices	brices
estoit	estoit
lors	lors
dẏacres	dyacres
si	etsi
estoit	estoit
enla	enla
place	place
ou	ou
cil	cil
demandoit	demandoit
leseint	leseint
arche	arche
uesqeqant	vesqeqant
seinz	seinz
brices	brices
loi	loï
illidist	illidist
setuleuiusconoistre,regardedeloingcarilestderuezsileporrasbienreconoistrecarilestborgnesaussiregardeiluerslecielcomsilfustderuez.	setuleviusconoistre,regardedeloingcarilestdervezsileporrasbienreconoistrecarilestborgnesetaussiregardeilverslecielcomsilfustdervez.
qant	qant
li	li
poures	povres
hom	hom
entendi	entendi
ceil	ceil
ne	ne
len	len
fu	fu
guereseinz	guereseinz
ala	ala
tant	tant
qerant	qerant
leseint	leseint
home	home
qillot	qillot
trou	trov
e	é
et	et
si	si
fu	fu
touz	touz
gueriz	gueriz
desenfermete	desenfermeté
etseinz	etseinz
martins	martins
uint	vint
aseint	aseint
brice	brice
qidiacres	qidiacres
estoit	estoit
	et
parla	parla
entel	entel
maniere	maniere
brices,dontnetesambleieborgnesderuez	brices,dontnetesamblejeborgnesetdervez
qant	qant
il	il
loi	loï
si	si
en	en
ot	ot
grant	grant
hontesicomenca	hontesicomença
adenoier	adenoier
ason	ason
pooir	pooir
ceste	ceste
parole	parole
conqes	conqes
nelauoit	nelavoit
ditedont	ditedont
lidist	lidist
seinz	seinz
martins	martins
mesorellesestoientpresdetabouchedementieresqetuledeis.etbiensacesqapainesmaotroienostresiresqetuaiesapresmoileueschiemesneqedenttulaurassiensoufferrasancoismoltdauersitezmoltdepersecutions.	mesorellesestoientpresdetabouchedementieresqetuledeïs.etbiensacesqapainesmaotroiénostresiresqetuaiesaprésmoileveschiémesneqedenttulaurassiensoufferrasançoismoltdaversitezetmoltdepersecutions.
qant	qant
seinz	seinz
brices	brices
loi	loï
silen	silen
comenca	comença
adegaber	adegaber
adire	etadire
dōtnedisoieiebienqecisdisoitsouentesfoizderueesparoles	dontnedisoiejebienqecisdisoitsoventesfoizderveesparoles
entel	entel
maniere	maniere
leidenga	leidenga
il	il
so	so
uent	vent
leseint	leseint
home	home
par	par
parolestant	parolestant
qil	qil
fu	fu
morz	morz
si	si
com	com
uos	vos
auez	avez
oi	oï
conter	conter
arriere	arriere
quant	quant
lacitez	lacitez
fu	fu
sanz	sanz
pastor	pastor
qila	qila
gouernastlicitoien	governastlicitoien
eslurent	eslurent
seint	seint
brice	brice
aarceuesqecar	aarcevesqecar
il	il
estoit	estoit
deseinte	deseinte
uie	vie
encore	encore
fust	fust
il	il
orguilleusau	orguilleusau
trentisme	trentisme
an	an
apres	aprés
ceqil	ceqil
fu	fu
ordenez	ordenez
aarce	aarce
uesqe	vesqe
mis	etmis
en	en
la	la
signorieli	signorieli
uint	vint
uns	uns
gnͣz	granz
anuiz	anuiz
uns	etuns
granz	granz
blasmescar	blasmescar
une	une
feme	feme
qi	qi
les	les
dras	dras
lauoit	lavoit
desamesnie	desamesnie
fuenceinte	fuenceinte
si	etsi
acoucha	acoucha
ot	etot
un	un
enfant	enfant
sisemeintenoit	etsisemeintenoit
cele	cele
enguise	enguise
religieuse	religieuse
par	par
le	le
semblāt	semblant
deses	deses
uestemenzet	vestemenzet
qant	qant
cil	cil
dela	dela
cite	cité
sorent	sorent
qe	qe
cele	cele
estoit	estoit
acouchie	acouchie
denfantil	denfantil
furent	furent
molt	molt
irie	irié
mout	etmout
corrociezpor	corrociezpor
ce	ce
qil	qil
lor	lor
sambloit	sambloit
qe	qe
ele	ele
estoit	estoit
de	de
molt	molt
bone	bone
uie	vie
simistrent	simistrent
tout	tout
le	le
blasme	blasme
tout	ettout
lafere	lafere
seur	seur
seint	seint
brice	brice
li	etli
uoudrent	voudrent
tuit	tuit
ensemble	ensemble
corre	corre
seure	seure
porlapider	porlapider
por	etpor
ocirre	ocirre
si	etsi
disoient	disoient
lapitiedelseinthomeqiclerstufusafetcelermoltlongementtesmalesoeurestagrantluxure:dexnenoslestmesbaisiertielsmeinscarelesnesontmiedignes.	lapitiédelseinthomeqiclerstufusafetcelermoltlongementtesmalesoevresettagrantluxure:etdexnenoslestmesbaisiertielsmeinscarelesnesontmiedignes.
seinz	seinz
brices	brices
respondoit	respondoit
qanqil	qanqil
pooit	pooit
encontre	encontre
sidisoit	etsidisoit
qe	qe
onqes	onqes
teil	teil
chose	chose
neliestoit	neliestoit
auenue	avenue
mes	mes
com	com
plus	plus
sen	sen
escondissoit	escondissoit
cil	etcil
meins	meins
len	len
creoient	creoient
tant	tant
qe	qe
seinz	seinz
brices	brices
distqant	distqant
il	il
uit	vit
qil	qil
ni	ni
porroit	porroit
aeus	aeus
durer	durer
ennule	ennule
maniere	maniere
qe	qe
len	len
li	li
aportast	aportast
lenfant	lenfant
deuant	devant
luili	luili
enfes	enfes
fu	fu
aportez	aportez
qinauoit	qinavoit
qe	qe
xxx	xxx
iorzqnͣt	jorzqant
il	il
fu	fu
mis	mis
deuant	devant
le	le
pueple	pueple
qi	qi
la	la
estoit	estoit
assamblez	assamblez
deuant	etdevant
seint	seint
brice	brice
seinz	seinz
brices	brices
parla	parla
et	et
si	si
dist	dist
enfes,ieteconiurparnostresignoriesucristlefildeuqiestpuissanzseurtotecreature.qetudiesdeuanttozceusqicisontassamblezapertementsanzatarianceseietengendrai.	enfes,jeteconjurparnostresignorjesucristlefildeuqiestpuissanzseurtotecreature.qetudiesdevanttozceusqicisontassamblezapertementetsanzatarjancesejetengendrai.
tuit	tuit
cil	cil
qi	qi
la	la
estoient	estoient
se	se
teurent	teurent
et	et
li	li
enfes	enfes
respondi	respondi
par	par
la	la
uolente	volenté
nostre	nostre
signor	signor
aseīt	aseint
brice	brice
sidist	etsidist
tuniesmiemonpere.	tuniesmiemonpere.
dont	dont
ꝯmencatoz	conmençatoz
li	li
pueples	pueples
acrier	acrier
aseint	aseint
brice	brice
adire	etadire
qil	qil
li	li
demandast	demandast
qi	qi
son	son
pere	pere
estoit	estoit
seinz	seinz
brices	brices
lor	lor
respondi	respondi
si	etsi
dist	dist
amoinentientriendecedemanderneenqerre.ceqamoienapertienticeliaiiedemande:seuozenuolezautrechosesauoir,siledemandez.	amoinentientriendecedemanderneenqerre.ceqamoienapertienticeliaijedemandé:etsevozenvolezautrechosesavoir,siledemandez.
dont	dont
dist	dist
li	li
pueples	pueples
qe	qe
ce	ce
auoit	avoit
il	il
fait	fait
par	par
enchanterie	enchanterie
ne	ne
plus	plus
ne	ne
seroit	seroit
lorpasteur	lorpasteur
ne	ne
lor	lor
euesqeseinz	evesqeseinz
brices	brices
qui	qui
mout	mout
estoit	estoit
en	en
grant	grant
angoisse	angoisse
de	de
ce	ce
que	que
lipueples	lipueples
ledemenoit	ledemenoit
entel	entel
maniere	maniere
prist	prist
charbons	charbons
toz	toz
ardanz	ardanz
deuant	devant
lui	lui
en	en
sa	sa
uesteuresiles	vesteüresiles
emporta	emporta
tresqalasepouture	tresqalasepouture
seint	seint
martin	martin
deuant	devant
lui	lui
bien	bien
estreīz	estreinz
et	et
qant	qant
il	il
iparuintil	iparvintil
les	les
geta	geta
ius	jus
ne	ne
onqes	onqes
sa	sa
uesteure	vesteüre
ne	ne
fu	fu
denoient	denoient
brulleelors	brulleelors
parla	parla
li	li
euesqes	evesqes
au	au
pueple	pueple
si	etsi
lor	lor
dist	dist
beaꝰsignors,saciezqenoientplusqecisdrasestempirieznemaumisparlefeuneꝑlaflambeqialuiestaiosteesicomuousauezoiueunoientplusnestmoncorsconciezneatouchiezparlatochementdecestefeme.	beaussignors,saciezqenoientplusqecisdrasestempirieznemaumisparlefeuneparlaflambeqialuiestajosteesicomvousavezoïetveünoientplusnestmoncorsconciezneatouchiezparlatochementdecestefeme.
cil	cil
ne	ne
len	len
uoudrent	voudrent
croirepor	croirepor
quanqil	quanqil
auoient	avoient
ueu	veü
einz	einz
letrestrent	letrestrent
	et
geterent	geterent
forsdelacite	forsdelacité
einsint	einsint
fu	fu
aemplie	aemplie
la	la
parole	parole
seint	seint
martin	martin
qili	qili
dist	dist
qil	qil
aueroit	averoit
mlt̉	mout
depaines	depaines
deaduersitez	etdeadversitez
enleueschie	enleveschié
enla	etenla
signorieqant	signorieqant
seinz	seinz
brices	brices
fu	fu
einsi	einsi
getez	getez
dela	dela
cite	cité
de	de
torz	torz
	et
licitoiē	licitoien
firent	firent
arceuesqe	arcevesqe
de	de
iustinien	justinien
seinz	etseinz
brices	brices
sen	sen
ala	ala
a	a
rome	rome
alapostolesili	alapostolesili
conta	conta
tout	tout
emplorant	emplorant
coment	coment
loeure	loevre
delui	delui
estoit	estoit
alee	alee
sili	etsili
dist	dist
qe	qe
ce	ce
estoit	estoit
abon	abon
droit	droit
qil	qil
auoit	avoit
cest	cest
trauail	travail
ceste	etceste
peinecar	peinecar
il	il
auoit	avoit
molt	molt
pechie	pechié
enuers	envers
seint	seint
martin	martin
le	le
seint	seint
home	home
dites	etdites
meintes	meintes
paroles	paroles
qili	qili
greuerent	greverent
laou	etlaou
il	il
auoit	avoit
ueues	veües
ses	ses
uertuzneles	vertuzneles
auoit	avoit
il	il
mie	mie
creuesqant	creüesqant
cil	cil
de	de
tors	tors
sorent	sorent
qe	qe
seīz	seinz
brices	brices
estoit	estoit
einsi	einsi
a	a
rome	rome
alezil	alezil
trestrent	trestrent
a	a
iustien	justien
lor	lor
arceuesqe	arcevesqe
sili	etsili
distrent	distrent
qil	qil
sen	sen
alast	alast
apres	aprés
seint	seint
brice	brice
a	a
romesi	romesi
fust	fust
encontre	encontre
lui	lui
deltoutsi	deltoutsi
com	com
por	por
lui	lui
meismes	meïsmes
sil	etsil
cene	cene
fesoitbien	fesoitbien
seust	seüst
qil	qil
le	le
desposeroient	desposeroient
dont	dont
issi	issi
iustiens	justiens
dela	dela
cite	cité
de	de
tors	tors
ala	etala
tant	tant
qil	qil
uint	vint
a	a
uerziaus	verziaus
en	en
lombardie	lombardie
la	etla
acoucha	acoucha
il	il
maladessimorut	maladessimorut
par	par
la	la
uolentet	volentet
nostre	nostre
signor	signor
quant	quant
cil	cil
de	de
tors	tors
sorent	sorent
lanouele	lanovele
de	de
iustien	justien
qi	qi
mors	mors
estoitil	estoitil
ne	ne
deguerpirent	deguerpirent
mie	mie
lor	lor
grant	grant
felonieeinz	felonieeinz
remistrent	remistrent
armense	armense
en	en
la	la
chaere	chaere
en	eten
la	la
signorieet	signorieet
seinz	seinz
brices	brices
qi	qi
en	en
rome	rome
estoit	estoit
chantoit	chantoit
messe	messe
en	en
la	la
cite	cité
ploroit	etploroit
por	por
les	les
mesfez	mesfez
qil	qil
auoit	avoit
fez	fez
enuers	envers
seint	seint
martinqant	martinqant
uint	vint
auseptiemean	auseptiemean
il	il
sen	sen
repaira	repaira
par	par
la	la
uolente	volenté
delapostoile	delapostoile
	et
par	par
sauctorite	sauctorité
ala	ala
cite	cité
de	de
tors	tors
ala	etala
tant	tant
qil	qil
uint	vint
auchastel	auchastel
de	de
lodunsesiherberga	lodunsesiherberga
une	une
nuit	nuit
adoncestoit	etadoncestoit
armenses	armenses
molt	molt
malades	malades
demolt	demolt
crueles	crueles
fieuressi	fievressi
qil	qil
rendi	rendi
lame	lame
amienuitet	amienuitet
meintenant	meintenant
qil	qil
fu	fu
morz	morz
le	le
sot	sot
seinz	seinz
brices	brices
par	par
auisionsidist	avisionsidist
ases	ases
compaignons	compaignons
qi	qi
ensamble	ensamble
olui	olui
estoient	estoient
leuezsusisnielementsiqenospuissonsueniratensaenfoirlarceuesqedetors.	levezsusisnielementsiqenospuissonsveniratensaenfoïrlarcevesqedetors.
lors	lors
sesmurent	sesmurent
qant	etqant
il	il
uindrent	vindrent
ala	ala
porte	porte
de	de
torssi	torssi
entrerent	entrerent
dedenz	dedenz
acele	etacele
eure	eure
droit	droit
emportoit	emportoit
len	len
larceuesqe	larcevesqe
enfoir	enfoïr
qi	qi
morz	morz
estoit	estoit
par	par
lautre	lautre
porte	porte
delacite	delacité
mout	etmout
declers	declers
dautres	etdautres
genz	genz
aloient	aloient
apres	aprés
por	por
lenfoiret	lenfoïret
qant	qant
armenses	armenses
liarceuesqes	liarcevesqes
fu	fu
enfoizseinz	enfoïzseinz
brices	brices
se	se
rassist	rassist
en	en
sa	sa
chaaire	chaaire
en	en
pessanz	pessanz
ce	ce
qe	qe
nus	nus
licontredeist	licontredeïst
en	en
nule	nule
maniere	maniere
apres	aprés
ce	ce
uesqi	vesqi
seinz	seinz
brices	brices
vii	vii
anz	anz
mout	mout
preudom	preudom
demout	etdemout
seinte	seinte
uieet	vieet
qant	qant
il	il
morut	morut
si	si
auoit	avoit
il	il
este	esté
xlvii	xlvii
anz	anz
arceuesqes	arcevesqes
encore	encore
eust	eüst
il	il
ci	ci
dedenz	dedenz
eues	eües
les	les
persecutions	persecutions
les	etles
peines	peines
qe	qe
ie	je
uos	vos
ai	ai
contees	contees
ditesapries	etditesapriés
seins	seins
brices	brices
fu	fu
