token	normalised
Ci	Ci
coumence	coumence
la	la
uie	vie
monsigneur	monsigneur
seint	seint
beneoit	Beneoit
de	de
montcassin	Montcassin
confessor	confessor
nostre	nostre
signeur	Signeur
iesu	Jesu
crist	Crist
Ci	Ci
coumence	coumence
la	la
uie	vie
mon	mon
signeur	signeur
seint	seint
beneoit	Beneoit
de	de
montcassin	Montcassin
confessor	confessor
nostre	nostre
signeur	Signeur
iesu	Jesu
crist	Crist
UNs	Uns
hom	hom
Fu	fu
de	de
mout	mout
seinte	seinte
uie	vie
si	si
com	com
seīz	seinz
gregoires	Gregoires
nos	nos
raconte	raconte
Cil	Cil
hom	hom
estoit	estoit
beneoiz	Beneoiz
apelez	apelez
par	par
non	non
qi	qi
tres	tres
s	s
enfance	enfance
auoit	avoit
en	en
lui	lui
cuer	cuer
de	de
vielle	vielle
science	science
ses	Etses
sens	sens
	et
ses	ses
meurs	meurs
trespassoient	trespassoient
son	son
aage	aage
Dont	Dont
il	il
auint	avint
q	q
il	il
onqes	onqes
ne	ne
uout	vout
atorner	atorner
son	son
corage	corage
as	as
deliz	deliz
de	de
cest	cest
siecle	siecle
einz	einz
despist	despist
le	le
monde	monde
	et
totes	totes
les	les
oeures	oevres
qi	qi
ueines	veines
estoient	estoient
Il	Il
fu	fu
nez	nez
de	de
la	la
prouince	province
de	de
nurse	Nurse
de	de
haute	haute
lignie	lignie
	et
enuoiez	envoiez
a	a
rome	Rome
a	a
escole	escole
por	por
letres	letres
aprendre	aprendre
Mes	mes
com	com
plus	plus
crut	crut
	et
plus	plus
conut	conut
la	la
grant	grant
uanite	vanite
de	de
ceste	ceste
uie	vie
il	il
cremi	cremi
qe	qe
il	il
n	n
i	i
trebuchast	trebuchast
en	en
aucune	aucune
maniere	maniere
q	q
il	il
ne	ne
s	s
en	en
peust	peüst
retreire	retreire
	et
por	por
ce	ce
quist	quist
il	il
habit	habit
de	de
seinte	seinte
conuersation	conversation
q	q
il	il
uoloit	voloit
seulement	seulement
a	a
deu	Deu
plere	plere
si	Si
en	en
deguerpi	deguerpi
sa	sa
meson	meson
	et
les	les
choses	choses
son	son
pere	pere
	et
l	l
escole	escole
Toz	Toz
ses	ses
fez	fez
fait	fait
seint	seint
grigoire	Grigoire
ne	ne
sai	sai
mie	mie
mes	mes
un	un
pou	pou
qe	qe
i	j
en	en
ai	ai
apris	apris
a	a
un	un
de	de
ses	ses
deciples	deciples
qi	qi
le	le
me	me
raconterent	raconterent
uos	vos
en	en
reconterai	reconterai
ie	je
Li	Li
uns	uns
ot	ot
non	non
costentin	Costentin
qui	qui
mout	mout
fu	fu
seintismes	seintismes
hom	hom
	et
apres	apres
lui	lui
en	en
s	s
eglisse	eglisse
fu	fu
abbes	abbes
Et	et
honores	Honores
qi	qi
l	l
eglisse	Eglisse
meintint	meintint
ou	ou
il	il
conuersa	conversa
premierement	premierement
Et	et
simplices	Simplices
qi	qi
apres	apres
lui	lui
fu	fu
tierz	tierz
	et
ualentiniens	Valentiniens
qi	qi
longuement	longuement
fu	fu
en	en
l	l
eglisse	eglisse
del	del
latran	Latran
sires	sires
	et
gouerneres	governeres
Qant	Qant
cil	cil
seinz	seinz
hom	hom
ot	ot
deguerpi	deguerpi
l	l
estude	estude
des	des
lettres	lettres
	et
il	il
ot	ot
empense	empense
aquerre	aquerre
les	les
deserz	deserz
lius	lius
por	por
habiter	habiter
seulement	seulement
	et
por	por
mener	mener
uie	vie
solitaire	solitaire
sa	sa
norrice	norrice
qi	qi
mout	mout
l	l
amoit	amoit
l	l
ensiui	ensivi
qi	qi
faillir	faillir
ne	ne
li	li
pot	pot
	et
nus	nus
autres	autres
Qant	Qant
il	il
furent	furent
uenu	venu
a	a
une	une
meson	meson
qi	qi
effide	Effide
est	est
apelee	apelee
ou	ou
mout	mout
de	de
seintismes	seintismes
homes	homes
	et
honestes	honestes
habitent	habitent
en	en
l	l
eglisse	eglisse
mon	Mon
signeur	signeur
seint	Seint
pierre	Pierre
La	la
norrice	norrice
mon	mon
signeur	signeur
seint	seint
beneoit	Beneoit
emprunta	emprunta
un	un
uessel	vessel
de	de
terre	terre
a	a
femes	femes
qi	qi
la	la
estoient	estoient
uoisines	voisines
Qant	Qant
ele	ele
en	en
ot	ot
fet	fet
ce	ce
q	q
ele	ele
en	en
deuoit	devoit
fere	fere
si	si
le	le
lessa	lessa
seur	seur
la	la
table	table
tant	tant
q	q
il	il
fu	fu
brisiez	brisiez
en	en
deus	deus
pieces	pieces
par	par
auenture	aventure
Seinz	Seinz
be	Be
neoiz	neoiz
Li	li
bons	bons
iouenceauS	jovenceaus
n	n
i	i
estoit	estoit
mie	mie
Mes	mes
tantost	tantost
com	com
il	il
reuint	revint
troua	trova
il	il
sa	sa
norrice	norrice
plorant	plorant
por	por
le	le
uessel	vessel
qi	qi
brisiez	brisiez
estoit	estoit
Qant	Qant
li	li
relegieus	relegieus
uit	vit
sa	sa
norrice	norrice
plorer	plorer
il	il
en	en
fu	fu
mout	mout
dolenz	dolenz
si	si
prist	prist
les	les
pieces	pieces
del	del
uessel	vessel
si	si
se	se
coucha	coucha
en	en
orissons	orissons
tot	tot
plorant	plorant
enuers	envers
nostre	nostre
signor	Signor
Tantost	Tantost
com	com
il	il
fu	fu
redreciez	redreciez
	et
il	il
ot	ot
s	s
orisson	orisson
finee	finee
il	il
troua	trova
sein	sein
	et
entier	entier
le	le
uessel	vessel
si	si
q	q
il	il
n	n
i	i
parut	parut
iointure	jointure
ne	ne
trace	trace
Lors	Lors
le	le
rendi	rendi
a	a
sa	sa
norrice	norrice
	et
si	si
la	la
conforta	conforta
mout	mout
docement	docement
Ceste	Ceste
chose	chose
fu	fu
la	la
endroit	endroit
partout	partout
seue	seüe
	et
coneue	coneüe
car	car
cil	cil
qi	qi
la	la
habitoient	habitoient
pendirent	pendirent
cel	cel
uessel	vessel
a	a
l	l
entree	entree
de	de
l	l
eglisse	eglisse
por	por
ce	ce
qe	qe
cil	cil
qi	qi
apres	apres
uendroient	vendroient
seussent	seüssent
com	com
seinz	seinz
benoiz	Benoiz
fu	fu
tres	tres
s	s
enfance	enfance
de	de
haute	haute
merite	merite
	et
de	de
seinte	seinte
uie	vie
enuers	envers
nostͤ	nostre
signor	Signor
la	Etla
pendi	pendi
li	li
uesseaus	vesseaus
molt	molt
longuem̅t	longuement
tresq	tresq
au	au
tens	tens
des	des
longuebarz	Longuebarz
qui	qui
la	la
terre	terre
guasterent	guasterent
APres	Apres
ce	ce
seinz	seinz
beneoiz	Beneoiz
qi	qi
les	les
loenges	loenges
de	de
cest	cest
siecle	siecle
ne	ne
uoloit	voloit
