token	normalised
Ci	Ci
coumence	coumence
la	la
uie	vie
seint	seint
Marcel	Marcel
de	de
lymoges	Lymoges
le	le
beneoit	beneoit
euesqe	evesqe
Ci	Ci
coumence	coumence
la	la
uie	vie
seint	seint
Marcel	Marcel
de	de
lymoges	Lymoges
le	le
beneoit	beneoit
euesqe	evesqe
AU	Au
tens	tens
qe	qe
nostre	nostre
sires	Sires
iesu	Jesu
criz	Criz
preechoit	preechoit
	et
enseignoit	enseignoit
les	les
iuis	Juis
qi	qi
estoient	estoient
de	de
la	la
lignie	lignie
beniamī	Benjamin
en	en
la	la
terre	terre
de	de
ierusalem	Jerusalem
granz	granz
torbes	torbes
de	de
celes	celes
genz	genz
le	le
siuoient	sivoient
por	por
ce	ce
q	q
il	il
desirroient	desirroient
a	a
oir	oïr
ce	ce
qi	qi
apertenoit	apertenoit
au	au
salu	salu
de	de
lor	lor
armes	armes
	et
si	si
li	li
aportoient	aportoient
ce	ce
que	que
mestiers	mestiers
li	li
estoit	estoit
de	de
mengier	mengier
	et
de	de
boiure	boivre
Entre	Entre
ceus	ceus
uint	vint
por	por
nostre	nostre
signor	Signor
oir	oïr
uns	uns
molt	molt
hauz	hauz
hom	hom
de	de
la	la
lignie	lignie
des	des
iuis	Juis
qi	qi
estoit	estoit
de	de
cele	cele
lignie	lignie
qe	qe
ie	je
uos	vos
ai	ai
deuant	devant
nōmee	nonmee
qi	qi
marceaus	Marceaus
auoit	avoit
non	non
	et
sa	sa
feme	feme
ensamble	ensamble
o	o
lui	lui
	et
uns	uns
leur	leur
fiuz	fiuz
car	car
plus	plus
n	n
auoient	avoient
de	de
toz	toz
enfans	enfans
La	La
dame	dame
estoit	estoit
apelee	apelee
elyzabez	Elyzabez
	et
li	li
iouenceaus	jovenceaus
marceaus	Marceaus
qi	qi
n	n
auoit	avoit
d	d
aage	aage
qe	qe
solement	solement
xv	xv
anz	anz
Cist	Cist
oirent	oïrent
Nostre	nostre
signor	Signor
qi	qi
preechoit	preechoit
	et
disoit	disoit
Penitentiā	Penitentiam
agite	agite
aꝑpinquabit	apropinquabit
Enim	enim
regnū	regnum
celoʑ	celorum
	et
nisi	nisi
quis	quis
renatus	renatus
fủit	fuerit
ex	ex
aqua	aqua
et	et
﻿﻿﻿spū	spiritu
sancto	sancto
non	non
potest	potest
intrare	intrare
in	in
regnū	regnum
Dei	Dei
Ce	Ce
est	est
a	a
dire	dire
fetes	Fetes
peneance	peneance
car	car
li	li
regnes	regnes
des	des
cius	cius
aproisme	aproisme
	et
qi	qi
ne	ne
sera	sera
rengenerez	rengenerez
de	de
l	l
eue	eve
del	del
seint	seint
baptesme	baptesme
	et
del	del
seīt	seint
esperit	Esperit
il	il
ne	ne
porra	porra
mie	mie
entrer	entrer
el	el
regne	regne
deu	Deu
Ce	Ce
disoit	disoit
nostre	nostre
sires	Sires
au	au
pueple	pueple
	et
mout	mout
d	d
autres	autres
bons	bons
comandemenz	comandemenz
por	por
mener	mener
seinte	seinte
uie	vie
Qant	Qant
ce	ce
oi	oï
li	li
seinz	seinz
hom	hom
qi	qi
marceaus	Marceaus
auoit	avoit
non	non
	et
ses	ses
fiuz	fiuz
	et
la	la
dame	dame
il	il
uindrent	vindrent
a	a
nostre	nostre
signor	Signor
	et
si	si
li	li
proierent	proierent
mlt̉	mout
docement	docement
q	q
il	il
les	les
regenerast	regenerast
en	en
la	la
forme	forme
de	de
baptesme	baptesme
si	si
com	com
il	il
disoit	disoit
	et
ensignoit	ensignoit
a	a
feire	feire
Dont	Dont
comanda	comanda
nostre	nostre
sires	Sires
iesu	Jesu
crist	Crist
a	a
seint	seint
pere	Pere
l	l
apostre	apostre
q	q
il	il
le	le
baptizast	baptizast
La	La
fu	fu
marceaus	Marceaus
baptiziez	baptiziez
	et
sa	sa
feme	feme
elyzabez	Elyzabez
	et
marciales	Marciales
lor	lor
filz	filz
qi	qi
molt	molt
estoit	estoit
de	de
bone	bone
doctrine	doctrine
	et
zacheus	Zacheus
qi	qi
sor	sor
le	le
sicamor	sicamor
monta	monta
por	por
ueoir	veoir
nostre	nostre
signor	Signor
si	si
come	come
l	l
euangile	Evangile
raconte	raconte
	et
ioseph	Joseph
d	d
arimatie	Arimatie
qi	qi
puis	puis
enseueli	enseveli
nostre	nostre
signor	Signor
	et
pluiseurs	pluiseurs
autres	autres
iuis	Juis
dont	dont
longue	longue
chose	chose
serroit	serroit
a	a
raconter	raconter
lor	lor
nons	nons
qi	qi
i	i
furent	furent
Qant	Qant
tuit	tuit
furent	furent
baptiziez	baptiziez
cascuns	cascuns
repeira	repeira
a	a
son	son
propre	propre
leu	leu
Seins	Seins
marceaus	Marceaus
li	li
bons	bons
iouēceaus	jovenceaus
il	il
ne	ne
repaira	repaira
mie	mie
a	a
la	la
meson	meson
son	son
pere	pere
einz	einz
demora	demora
ensamble	ensamble
o	o
nostre	nostre
signor	Signor
en	en
la	la
compaignie	compaignie
des	des
apostres	apostres
si	si
s	s
acompaigna	acompaigna
a	a
mon	mon
signeur	signeur
seint	seint
pere	Pere
qi	qi
ses	ses
cousins	cousins
estoit	estoit
assez	assez
proceins	proceins
	et
par	par
l	l
amonestem̅t	amonestement
de	de
lui	lui
se	se
penoit	penoit
il	il
mout	mout
de	de
toz	toz
les	les
ꝯmandemenz	conmandemenz
nostre	nostre
signor	Signor
aemplir	aemplir
	et
fere	fere
Apres	Apres
ce	ce
resuscita	resuscita
grant	grant
tens	tens
nostre	nostre
sires	Sires
lazarum	Lazarum
em	em
bethanie	Bethanie
	et
la	la
fu	fu
seinz	seinz
marceaus	Marceaus
ensamble	ensamble
o	o
nostre	nostre
signor	Signor
qant	Etqant
nostre	nostre
sires	Sires
ot	ot
sa	sa
seinte	seinte
predication	predication
comsomee	comsomee
	et
q	q
il	il
fu	fu
a	a
la	la
ceine	ceine
corporelment	corporelment
ensamble	ensamble
o	o
ses	ses
deciples	deciples
	et
q	q
il	il
lor	lor
laua	lava
lor	lor
piez	piez
Apres	apres
ce	ce
q	q
il	il
furent	furent
lauez	lavez
de	de
la	la
ceine	ceine
	et
lor	lor
piez	piez
essuiez	essuiez
si	si
com	com
raconte	raconte
l	l
escriture	Escriture
Cil	cil
meismes	meïsmes
hom	hom
marceaus	Marceaus
fu	fu
esleuz	esleüz
a	a
seruir	servir
ensamble	ensamble
o	o
cleopha	Cleopha
	et
pluiseurs	pluiseurs
autres	autres
deciples	deciples
por	por
ce	ce
q	q
il	il
qeissent	qeïssent
les	les
choses	choses
qi	qi
estoient	estoient
necessaires	necessaires
entre	entre
eus	eus
si	si
com	com
de	de
boiure	boivre
	et
de	de
