token	normalised
Ici	Ici
coumence	coumence
la	la
uie	vie
monsigneur	monsigneur
seint	seint
alexis	Alexis
Ici	Ici
coumence	coumence
la	la
uie	vie
mon	mon
signeur	signeur
seint	seint
alexis	Alexis
EN	En
cel	cel
tens	tens
qe	qe
la	la
loy	loy
nostre	nostre
signor	Signor
estoit	estoit
creue	creüe
	et
essaucie	essaucie
	et
qe	qe
les	les
gēz	genz
se	se
penoient	penoient
donques	donques
plus	plus
de	de
bien	bien
fere	fere
qu	qu
il	il
ores	ores
ne	ne
font	font
estoient	estoient
empereor	empereor
a	a
rome	Rome
honoires	Honoires
	et
archades	Archades
qi	qi
piu	piu
estoiēt	estoient
enuers	envers
nostre	nostre
signor	Signor
iesu	Jesu
crist	Crist
	et
enuers	envers
tote	tote
creature	creature
fermement	fermement
de	de
cui	cui
tuit	tuit
li	li
bien	bien
uienent	vienent
	et
nessent	nessent
Adonc	Adonc
auoit	avoit
en	en
la	la
cite	cite
de	de
rome	Rome
un	un
haut	haut
home	home
eufamianus	Eufamianus
estoit	estoit
apelez	apelez
Cil	Cil
auoit	avoit
la	la
poeste	poeste
	et
la	la
signorie	signorie
desoz	desoz
les	les
empereors	empereors
de	de
tote	tote
la	la
cite	cite
	et
de	de
tote	tote
la	la
contree	contree
	et
mout	mout
estoit	estoit
riches	riches
d	d
auoir	avoir
	et
de	de
granz	granz
possessions	possessions
	et
de	de
cheualiers	chevaliers
qui	qui
le	le
seruoient	servoient
	et
de	de
beles	beles
mesnies	mesnies
Et	Et
deseure	deseure
tout	tout
ce	ce
amoit	amoit
il	il
nostre	nostre
signor	Signor
	et
cremoit	cremoit
deuant	devant
tote	tote
creature	creature
feme	Feme
auoit	avoit
de	de
haute	haute
lignie	lignie
aglaise	Aglaïse
auoit	avoit
non	non
mout	mout
bone	bone
dame	dame
	et
mout	mout
amoit	amoit
deu	Deu
	et
seruoit	servoit
de	de
tot	tot
son	son
pooir	pooir
	et
de	de
tote	tote
sa	sa
cure	cure
Nul	Nul
enfant	enfant
auoir	avoir
ne	ne
pooient	pooient
Dont	dont
mout	mout
estoient	estoient
Desconfortes	desconfortes
	et
souent	sovent
en	en
reclamoient	reclamoient
nostre	nostre
signor	Signor
Eufamianus	Eufamianus
ieunoit	jeunoit
chascun	chascun
ior	jor
por	por
l	l
amor	amor
nostre	nostre
signor	Signor
tresq	tresq
a	a
ore	ore
de	de
none	none
	et
dont	dont
auoit	avoit
en	en
son	son
pales	pales
fet	fet
metre	metre
trois	trois
tables	tables
ou	ou
il	il
asseoit	asseoit
les	les
orphenins	orphenins
	et
les	les
ueues	veves
	et
les	les
pelerins	pelerins
les	les
malades	malades
	et
les	les
poures	povres
Et	Et
qant	qant
il	il
auoient	avoient
tuit	tuit
mengie	mengie
	et
il	il
les	les
auoit	avoit
seruiz	serviz
honorablement	honorablement
il	il
s	s
asseoit	asseoit
	et
si	si
mengoit	mengoit
pein	pein
	et
eue	eve
tant	tant
seulement	seulement
Sa	Sa
feme	feme
l	l
ensiuoit	ensivoit
mout	mout
bien	bien
de	de
fere	fere
bones	bones
oeures	oevres
si	si
com	com
cele	cele
qi	qi
l	l
auoit	avoit
a	a
us	us
	et
en	en
costume	costume
	et
chascuns	chascuns
fesoit	fesoit
ses	ses
orissons	orissons
a	a
nostre	nostre
signor	Signor
iesu	Jesu
crist	Crist
	et
si	si
disoit	disoit
Beaus	Beaus
sire	Sire
dex	Dex
souiegne	soviegne
toi	toi
de	de
moi	moi
qe	qe
ie	je
sui	sui
t	t
ancele	ancele
	et
si	si
me	me
done	done
tel	tel
fruit	fruit
de	de
mon	mon
mari	mari
qi	qi
puist	puist
conforter	conforter
m	m
ame	ame
	et
mon	mon
cors	cors
Tel	Tel
uie	vie
com	com
ie	je
uos	vos
ai	ai
conte	conte
	et
dit	dit
menoit	menoit
eufemianus	Eufemianus
	et
aglais	Aglaïs
la	la
bone	bone
dame	dame
sa	sa
feme	feme
ne	ne
n	n
estoient	estoient
mie	mie
despareil	despareil
en	en
lor	lor
oeures	oevres
car	car
se	se
li	li
uns	uns
fesoit	fesoit
bien	bien
li	li
autres	autres
se	se
uoloit	voloit
assez	assez
plus	plus
pener	pener
de	de
bien	bien
fere	fere
Nostre	Nostre
sires	Sires
qi	qi
mout	mout
est	est
pius	pius
	et
misericors	misericors
	et
qi	qi
ne	ne
deguerpist	deguerpist
mie	mie
ceꝰ	ceus
qi	qi
de	de
urai	vrai
cuer	cuer
le	le
reclaiment	reclaiment
	et
apelent	apelent
oi	oï
la	la
proiere	proiere
de	de
la	la
dame	dame
car	car
ele	ele
en	en
charga	charga
un	un
enfant	enfant
qi	qi
mout	mout
fu	fu
de	de
seinte	seinte
uie	vie
si	si
com	com
uos	vos
orroiz	orroiz
auant	avant
retreire	retreire
se	se
uoz	voz
uolez	volez
oir	oïr
	et
entendre	entendre
La	La
dame	dame
porta	porta
son	son
enfāt	enfant
tresq	tresq
au	au
ior	jor
qe	qe
resons	resons
fu	fu
	et
droiture	droiture
Et	Et
qnͣt	qant
il	il
fu	fu
nez	nez
il	il
fu	fu
mout	mout
beaus	beaus
si	si
en	en
ot	ot
li	li
peres	peres
	et
la	la
mere	mere
mout	mout
grant	grant
ioie	joie
Baptizier	Baptizier
le	le
firent	firent
	et
leuer	lever
de	de
fons	fons
si	si
li	li
mistrent	mistrent
non	non
alexis	Alexis
en	en
baptesme	baptesme
Li	Li
enfes	enfes
crut	crut
	et
amenda	amenda
si	si
com	com
a	a
deu	Deu
plot	plot
Tant	tant
q	q
il	il
uint	vint
en	en
aage	aage
de	de
metre	metre
a	a
escole	escole
Li	Li
peres	peres
	et
la	la
mere	mere
le	le
firēt	firent
aprendre	aprendre
par	par
grant	grant
cure	cure
	et
par	par
grant	grant
diligense	diligense
car	car
il	il
l	l
amoient	amoient
plus	plus
qe	qe
chose	chose
qi	qi
soit	soit
el	el
monde	monde
Il	Il
sot	sot
gramaire	gramaire
	et
rectorique	rectorique
	et
diuinite	divinite
tant	tant
q	q
il	il
fu	fu
sages	sages
enfes	enfes
	et
bien	bien
doctrinez	doctrinez
de	de
totes	totes
bones	bones
costumes	costumes
Il	Il
cremi	cremi
deu	Deu
	et
ama	ama
si	si
come	come
son	son
creatour	Creatour
	et
son	son
celestiel	celestiel
pere	Pere
il	Il
ne	ne
se	se
desuoia	desvoia
mie	mie
de	de
droite	droite
uoie	voie
ce	ce
est	est
de	de
bien	bien
fere	fere
Ainz	Ainz
ensiui	ensivi
del	del
tout	tout
en	en
tout	tout
la	la
doctrine	doctrine
del	del
euuangile	Euvangile
QUant	Quant
il	il
fu	fu
en	en
plein	plein
eage	eage
Ce	ce
est	est
Qu	qu
il	il
fu	fu
sages	sages
	et
entendans	entendans
de	de
tote	tote
chose	chose
Eufemianus	Eufemianus
apela	apela
sa	sa
feme	feme
	et
si	si
li	li
dist	dist
donons	Donons
feme	feme
a	a
nostre	nostre
fil	fil
si	si
acroistra	acroistra
nostre	nostre
lignie	lignie
Qnͣt	Qant
la	la
dame	dame
oi	oï
la	la
parole	parole
de	de
son	son
mari	mari
ele	ele
en	en
fu	fu
si	si
lie	lie
q	q
ele	ele
en	en
chei	cheï
a	a
ses	ses
piez	piez
de	de
ioie	joie
si	si
dist	dist
Nostre	Nostre
sires	Sires
te	te
puisse	puisse
esforcier	esforcier
de	de
fere	fere
les	les
noces	noces
de	de
mō	mon
chier	chier
fil	fil
	et
si	si
qe	qe
ie	je
le	le
uoie	voie
	et
m	m
ame	ame
s	s
en	en
esleece	esleece
	et
il	Il
li	li
doinst	doinst
bone	bone
uolente	volente
de	de
conforter	conforter
les	les
poures	povres
	et
les	les
besoigneus	besoigneus
d	d
aumosnes	aumosnes
droiturieres	droiturieres
Si	Si
com	com
il	il
le	le
deuiserent	deviserent
si	si
le	le
firent	firent
car	car
eufimianus	Eufimianus
fist	fist
esposer	esposer
a	a
son	son
fil	fil
une	une
pucele	pucele
qi	qi
de	de
roial	roial
lignie	lignie
estoit	estoit
	et
furent	furent
assamblez	assamblez
par	par
