token	normalised
ici	ici
coumence	coumence
la	la
uie	vie
de	de
seint	seint
gile	gile
nus	nus
crestiens	crestiens
nest	nest
en	en
terre	terre
qi	qi
nostre	nostre
signor	signor
uoeille	voeille
seruir	servir
ne	ne
amer	amer
qi	qi
uolentiers	volentiers
nentendie	nentendie
oie	etoïe
ceus	ceus
qi	qi
racontent	racontent
dient	etdient
les	les
oeures	oevres
des	des
seinz	seinz
homes	homes
les	etles
uies	vies
qil	qil
menerent	menerent
por	por
nostre	nostre
signor	signor
auoir	avoir
por	etpor
aqerre	aqerre
uie	vie
parmenable	parmenable
a	a
ceus	ceus
qi	qi
uolentiers	volentiers
entendent	entendent
qi	etqi
cuers	cuers
ont	ont
de	de
retenirce	retenirce
est	est
qi	qi
ennostre	ennostre
signor	signor
croient	croient
uoel	voel
ie	je
raconter	raconter
la	la
uie	vie
dun	dun
seint	seint
home	home
qi	qi
seinz	seinz
gilles	gilles
anon	anon
qe	qe
meintes	meintes
genz	genz
reqierent	reqierent
depluiseurs	depluiseurs
contrees	contrees
lonteines	lonteines
la	la
ou	ou
son	son
cors	cors
gist	gist
en	en
prouence	provence
por	por
auoir	avoir
delor	delor
pechies	pechiés
remissionseinz	remissionseinz
gilles	gilles
fu	fu
nez	nez
d	d
atheines	atheines
la	la
cite	cité
delacontree	delacontree
de	de
grece	grece
ses	ses
peres	peres
ot	ot
non	non
theodorus	theodorus
samere	etsamere
pelagie	pelagie
andui	etandui
furent	furent
nez	nez
de	de
roial	roial
lignie	lignie
et	et
encore	encore
fussent	fussent
il	il
dehaut	dehaut
parage	parage
il	il
crurent	crurent
en	en
nostre	nostre
signor	signor
seruirent	etservirent
amerēt	etamerent
il	il
nauoit	navoit
plus	plus
denfanz	denfanz
qe	qe
celui	celui
seul	seul
dōt	dont
ie	je
uos	vos
ai	ai
ꝯmencie	conmencié
sile	sile
mistrent	mistrent
aescole	aescole
li	etli
enfes	enfes
fu	fu
desi	desi
grant	grant
science	science
delmaniere	etdelmaniere
qil	qil
sormonta	sormonta
toz	toz
ses	ses
mestres	mestres
par	par
clergie	clergie
si	etsi
ne	ne
li	li
failli	failli
mie	mie
grace	grace
qenostre	qenostre
sires	sires
nelaornast	nelaornast
detotes	detotes
bones	bones
meurs	meurs
ensamble	ensamble
osa	osa
grant	grant
sciencedefors	sciencedefors
aparoient	aparoient
ses	ses
bones	bones
oeures	oevres
parce	parce
qil	qil
les	les
fesoit	fesoit
dedenz	dedenz
lui	lui
estoit	estoit
lacharite	lacharité
qi	qi
debien	debien
fere	fere
le	le
somonoit	somonoit
un	un
ior	jor
auint	avint
qelibons	qelibons
enfes	enfes
aloit	aloit
aleglissesitroua	aleglissesitrova
un	un
malade	malade
home	home
enmi	enmi
lacite	lacité
gisant	gisant
en	en
une	une
placesi	placesi
reqeroitles	reqeroitles
aumosnes	aumosnes
aceusqipar	aceusqipar
iluec	iluec
trespassoientqant	trespassoientqant
li	li
seinz	seinz
enfes	enfes
oi	oï
la	la
uoiz	voiz
del	del
maladeil	maladeil
enot	enot
pitie	pitié
misericorde	etmisericorde
si	si
trest	trest
sa	sa
cote	cote
qil	qil
auoit	avoit
uestue	vestue
silidonacar	silidonacar
il	il
nauoit	navoit
autre	autre
chose	chose
qil	qil
donerli	donerli
peusttantost	peüsttantost
com	com
limalades	limalades
lot	lot
receue	receüe
illa	illa
uesti	vesti
sien	sien
fu	fu
durement	durement
liez	liez
	et
ioieuscar	joieuscar
ilfu	ilfu
meintenant	meintenant
sanez	sanez
desamaladielienfes	desamaladielienfes
repeira	repeira
en	en
son	son
ostel	ostel
lenli	etlenli
demanda	demanda
qe	qe
sacote	sacote
estoit	estoit
de	de
uenueil	venueil
respondi	respondi
qe	qe
uns	uns
qil	qil
mie	mie
ne	ne
conoissoit	conoissoit
li	li
auoit	avoit
tolueses	tolueses
peres	peres
sa	etsa
mere	mere
qi	qi
molt	molt
lamoient	lamoient
tendrement	tendrement
car	car
il	il
nauoient	navoient
plus	plus
denfanz	denfanz
li	li
pardonerent	pardonerent
cest	cest
meffet	meffet
legierementapres	legierementaprés
ce	ce
ne	ne
demora	demora
mie	mie
molt	molt
lonc	lonc
tens	tens
qe	qe
son	son
pere	pere
samere	etsamere
morurent	morurent
deuant	etdevant
ceqil	ceqil
morussent	morussent
sot	sot
illeure	illeure
qil	qil
deuoient	devoient
morirpar	morirpar
leseint	leseint
esperit	esperit
qilianoncaet	qilianonçaet
il	il
qe	qe
fist	fist
il	il
prist	prist
tot	tot
son	son
patremoine	patremoine
qi	qi
granz	granz
li	li
estoit	estoit
remes	remés
sienfist	sienfist
nostre	nostre
signor	signor
oirsile	oirsile
deꝑti	departi
por	por
lamor	lamor
nostre	nostre
signor	signor
iesu	jesu
crist	crist
dona	etdona
tout	tout
as	as
poures	povres
besoigneuset	besoigneuset
ce	ce
estoit	estoit
une	une
merueille	merveille
qil	qil
enrichissoit	enrichissoit
en	en
apoureant	apovreant
uoire	voire
parce	parce
qil	qil
donoit	donoit
les	les
choses	choses
temporeus	temporeus
por	por
les	les
parmenables	parmenables
aqerre	aqerre
apres	aprés
ce	ce
auint	avint
un	un
ior	jor
qil	qil
repera	repera
de	de
leglissesiencontra	leglissesiencontra
un	un
home	home
de	de
chetiue	chetive
samblancecar	samblancecar
uns	uns
serpenz	serpenz
lauoit	lavoit
point	point
enuenime	etenvenimé
siqil	siqil
en	en
estoit	estoit
enfles	enflés
outre	outre
mesureqant	mesureqant
li	li
seinz	seinz
hom	hom
le	le
uit	vit
il	il
fist	fist
anostre	anostre
signour	signour
sorison	sorison
por	por
celui	celui
lors	etlors
li	li
fusante	fusanté
rendue	rendue
et	et
dont	dont
li	li
comanda	comanda
seinz	seinz
gilles	gilles
libeneoiz	libeneoiz
iouenceaus	jovenceaus
qil	qil
en	en
rendist	rendist
graces	graces
anostre	anostre
signor	signor
deu	deu
par	par
cui	cui
pitie	pitié
par	etpar
cui	cui
misericorde	misericorde
ilestoit	ilestoit
curez	curez
gueriz	etgueriz
par	par
un	un
diemence	diemence
apres	aprés
ce	ce
au	av
īt	int
qe	qe
uns	uns
deruez	dervez
estoit	estoit
enleglisse	enleglisse
qi	qi
li	li
deables	deables
estoit	estoit
entrez	entrez
el	el
corz	corz
qile	qile
demenoit	demenoit
sicruelment	sicruelment
qil	qil
lefaisoit	lefaisoit
crier	crier
asihautes	asihautes
uoiz	voiz
qetuit	qetuit
cil	cil
deleglisse	deleglisse
en	en
estoient	estoient
troblez	troblez
mes	mes
seinz	seinz
gilles	gilles
qila	qila
estoit	estoit
se	se
couchaaterre	couchaaterre
por	por
fere	fere
sorisson	sorisson
sicom	sicom
il	il
auoit	avoit
acostumeet	acostumeet
qant	qant
il	il
fureleuez	furelevez
il	il
uint	vint
deuant	devant
celuisi	celuisi
comanda	comanda
al	al
ma	ma
ligne	ligne
esperit	esperit
quil	quil
issist	issist
deson	deson
cors	cors
deuant	devant
toz	toz
ceus	ceus
qila	qila
estoientli	estoientli
deables	deables
nosa	nosa
trespasser	trespasser
le	le
ꝯmandement	conmandement
del	del
seint	seint
homeeinz	homeeinz
deguerpi	deguerpi
celui	celui
qilmout	qilmout
oriblement	oriblement
auoit	avoit
en	en
uai	vaï
si	si
sen	sen
parti	parti
tout	tout
criant	criant
muiant	etmuiant
cil	etcil
remest	remest
gueriz	gueriz
desa	desa
male	male
auenturetrescel	aventuretrescel
ior	jor
en	en
auant	avant
ne	ne
pot	pot
la	la
uertuz	vertuz
delseint	delseint
home	home
estre	estre
celeeeinz	celeeeinz
uenoient	venoient
alui	alui
tuit	tuit
cil	cil
qui	qui
enfermetez	enfermetez
auoient	avoient
li	etli
reqeroient	reqeroient
consel	consel
aide	etaïde
illor	etillor
aidoit	aidoit
atoz	atoz
delor	delor
granz	granz
enfermetez	enfermetez
secoroit	etsecoroit
par	par
la	la
grant	grant
uertu	vertu
qe	qe
dex	dex
li	li
auoit	avoit
donee	donee
puis	puis
qelaloenge	qelaloenge
deses	deses
granz	granz
fez	fez
fu	fu
seue	seüe
